AÑO;DISTRITO;BARRIO;General;Autónomos;Empleados de Hogar;Resto
2019;11. Carabanchel;117. Abrantes;10.764;1.206;0;1
2019;12. Usera;12. Usera;;;;
2019;12. Usera;12. Usera;47.598;6.019;0;6
2019;12. Usera;121. Orcasitas;7.930;992;0;4
2019;12. Usera;122. Orcasur;4.593;511;0;0
2019;12. Usera;123. San Fermín;8.175;1.037;0;0
2019;12. Usera;124. Almendrales;7.373;946;0;0
2019;12. Usera;125. Moscardó;8.987;1.232;0;0
2019;12. Usera;126. Zofío;4.920;526;0;1
2019;12. Usera;127. Pradolongo;5.615;775;0;1
2019;13. Puente de Vallecas;13. Puente de Vallecas;;;;
2019;13. Puente de Vallecas;13. Puente de Vallecas;84.682;8.889;0;4
2019;13. Puente de Vallecas;131. Entrevías;11.598;1.126;0;0
2019;13. Puente de Vallecas;132. San Diego;15.136;1.548;0;1
2019;13. Puente de Vallecas;133. Palomeras Bajas;15.288;1.732;0;0
2019;13. Puente de Vallecas;134. Palomeras Sureste;16.081;1.675;0;3
2019;13. Puente de Vallecas;135. Portazgo;9.688;976;0;0
2019;13. Puente de Vallecas;136. Numancia;16.888;1.832;0;0
2019;14. Moratalaz;14. Moratalaz;;;;
2019;14. Moratalaz;14. Moratalaz;31.987;3.713;0;5
2019;14. Moratalaz;141. Pavones;2.951;272;0;0
2019;14. Moratalaz;142. Horcajo;2.483;358;0;1
2019;14. Moratalaz;143. Marroquina;9.303;1.205;0;2
2019;14. Moratalaz;144. Media Legua;5.666;702;0;1
2019;14. Moratalaz;145. Fontarrón;5.888;603;0;1
2019;14. Moratalaz;146. Vinateros;5.695;573;0;0
2019;15. Ciudad Lineal;15. Ciudad Lineal;;;;
2019;15. Ciudad Lineal;15. Ciudad Lineal;76.140;10.296;0;15
2019;15. Ciudad Lineal;151. Ventas;17.540;1.809;0;1
2019;15. Ciudad Lineal;152. Pueblo Nuevo;22.890;2.560;0;6
2019;15. Ciudad Lineal;153. Quintana;9.073;1.086;0;2
2019;15. Ciudad Lineal;154. Concepción;7.206;1.037;0;1
2019;15. Ciudad Lineal;155. San Pascual;6.064;922;0;0
2019;15. Ciudad Lineal;156. San Juan Bautista;4.000;868;0;0
2019;15. Ciudad Lineal;157. Colina;2.071;462;0;2
2019;15. Ciudad Lineal;158. Atalaya;429;126;0;1
2019;15. Ciudad Lineal;159. Costillares;6.867;1.426;0;2
2019;16. Hortaleza;16. Hortaleza;;;;
2019;16. Hortaleza;16. Hortaleza;66.248;10.711;0;16
2019;16. Hortaleza;161. Palomas;1.990;640;0;1
2019;16. Hortaleza;162. Piovera;4.487;1.507;0;2
2019;16. Hortaleza;163. Canillas;13.609;1.920;0;2
2019;16. Hortaleza;164. Pinar del Rey;18.303;2.272;0;2
2019;16. Hortaleza;165. Apóstol Santiago;5.270;673;0;3
2019;16. Hortaleza;166. Valdefuentes;22.589;3.699;0;6
2019;17. Villaverde;17. Villaverde;;;;
2019;17. Villaverde;17. Villaverde;53.057;5.042;0;3
2019;17. Villaverde;171. Villaverde Alto, Casco Histórico de Villaverde;15.980;1.522;0;1
2019;17. Villaverde;172. San Cristóbal;4.963;377;0;0
2019;17. Villaverde;173. Butarque;7.765;760;0;0
2019;17. Villaverde;174. Los Rosales;14.030;1.323;0;2
2019;17. Villaverde;175. Ángeles;10.319;1.060;0;0
2019;18. Villa de Vallecas;18. Villa de Vallecas;;;;
2019;18. Villa de Vallecas;18. Villa de Vallecas;44.571;4.679;0;4
2019;18. Villa de Vallecas;181. Casco Histórico de Vallecas;14.102;1.435;0;0
2019;18. Villa de Vallecas;182. Santa Eugenia;9.000;1.072;0;2
2019;18. Villa de Vallecas;183. Ensanche de Vallecas;21.469;2.172;0;2
2019;19. Vicálvaro;19. Vicálvaro;;;;
2019;19. Vicálvaro;19. Vicálvaro;27.479;2.969;0;6
2019;19. Vicálvaro;191. Casco Histórico de Vicálvaro;12.080;1.196;0;1
2019;19. Vicálvaro;192. Valdebernardo;6.893;762;0;1
2019;19. Vicálvaro;193. Valderribas;7.750;929;0;4
2019;19. Vicálvaro;194. El Cañaveral;756;82;0;0
2019;20. San Blas-Canillejas;20. San Blas-Canillejas;;;;
2019;20. San Blas-Canillejas;20. San Blas-Canillejas;58.647;7.533;0;12
2019;20. San Blas-Canillejas;201. Simancas;10.641;1.212;0;1
2019;20. San Blas-Canillejas;202. Hellín;3.257;279;0;1
2019;20. San Blas-Canillejas;203. Amposta;2.963;220;0;0
2019;20. San Blas-Canillejas;204. Arcos;8.958;998;0;2
2019;20. San Blas-Canillejas;205. Rosas;12.454;1.689;0;3
2019;20. San Blas-Canillejas;206. Rejas;6.523;1.056;0;3
2019;20. San Blas-Canillejas;207. Canillejas;10.060;1.246;0;2
2019;20. San Blas-Canillejas;208. El Salvador;3.791;833;0;0
2019;21. Barajas;21. Barajas;;;;
2019;21. Barajas;21. Barajas;17.824;2.665;0;1
2019;21. Barajas;211. Alameda de Osuna;6.215;1.094;0;0
2019;21. Barajas;212. Aeropuerto;636;45;0;0
2019;21. Barajas;213. Casco Histórico de Barajas;2.987;304;0;0
2019;21. Barajas;214. Timón;5.232;631;0;1
2019;21. Barajas;215. Corralejos;2.754;591;0;0
2020;01. Centro;01. Centro;;;;
2020;01. Centro;01. Centro;48.391;12.292;0;23
2020;01. Centro;011. Palacio;7.770;2.100;0;4
2020;01. Centro;012. Embajadores;16.755;3.580;0;4
2020;01. Centro;013. Cortes;3.489;1.097;0;1
2020;01. Centro;014. Justicia;5.955;1.900;0;4
2020;01. Centro;015. Universidad;12.128;2.848;0;9
2020;01. Centro;016. Sol;2.294;767;0;1
2020;02. Arganzuela;02. Arganzuela;;;;
2020;02. Arganzuela;02. Arganzuela;57.316;8.718;0;29
2020;02. Arganzuela;021. Imperial;8.054;1.279;0;5
2020;02. Arganzuela;022. Acacias;12.974;2.079;0;5
2020;02. Arganzuela;023. Chopera;7.255;959;0;2
2020;02. Arganzuela;024. Legazpi;8.222;1.309;0;3
2020;02. Arganzuela;025. Delicias;10.628;1.561;0;7
2020;02. Arganzuela;026. Palos de Moguer;9.718;1.464;0;7
2020;02. Arganzuela;027. Atocha;465;67;0;0
2020;03. Retiro;03. Retiro;;;;
2020;03. Retiro;03. Retiro;38.504;7.560;0;20
2020;03. Retiro;031. Pacífico;11.299;1.920;0;6
2020;03. Retiro;032. Adelfas;6.753;1.025;0;2
2020;03. Retiro;033. Estrella;7.117;1.341;0;3
2020;03. Retiro;034. Ibiza;6.934;1.480;0;3
2020;03. Retiro;035. Los Jerónimos;1.877;553;0;1
2020;03. Retiro;036. Niño Jesús;4.524;1.241;0;5
2020;04. Salamanca;04. Salamanca;;;;
2020;04. Salamanca;04. Salamanca;46.443;10.321;0;26
2020;04. Salamanca;041. Recoletos;3.989;1.546;0;9
2020;04. Salamanca;042. Goya;9.326;2.183;0;4
2020;04. Salamanca;043. Fuente del Berro;7.329;1.296;0;3
2020;04. Salamanca;044. Guindalera;14.567;2.466;0;6
2020;04. Salamanca;045. Lista;6.557;1.394;0;2
2020;04. Salamanca;046. Castellana;4.675;1.436;0;2
2020;05. Chamartín;05. Chamartín;;;;
2020;05. Chamartín;05. Chamartín;47.525;10.715;0;30
2020;05. Chamartín;051. El Viso;5.046;1.797;0;14
2020;05. Chamartín;052. Prosperidad;12.853;2.049;0;5
2020;05. Chamartín;053. Ciudad Jardín;6.412;1.226;0;4
2020;05. Chamartín;054. Hispanoamérica;9.831;2.407;0;1
2020;05. Chamartín;055. Nueva España;7.743;2.174;0;4
2020;05. Chamartín;056. Castilla;5.640;1.062;0;2
2020;06. Tetuán;06. Tetuán;;;;
2020;06. Tetuán;06. Tetuán;58.503;7.811;0;15
2020;06. Tetuán;061. Bellas Vistas;10.735;1.374;0;0
2020;06. Tetuán;062. Cuatro Caminos;12.344;1.919;0;2
2020;06. Tetuán;063. Castillejos;7.169;1.229;0;2
2020;06. Tetuán;064. Almenara;8.158;894;0;2
2020;06. Tetuán;065. Valdeacederas;10.342;1.258;0;3
2020;06. Tetuán;066. Berruguete;9.755;1.137;0;6
2020;07. Chamberí;07. Chamberí;;;;
2020;07. Chamberí;07. Chamberí;46.601;9.507;0;31
2020;07. Chamberí;071. Gaztambide;7.642;1.456;0;5
2020;07. Chamberí;072. Arapiles;8.512;1.508;0;6
2020;07. Chamberí;073. Trafalgar;8.824;1.752;0;5
2020;07. Chamberí;074. Almagro;5.955;1.711;0;7
2020;07. Chamberí;075. Ríos Rosas;9.449;1.799;0;5
2020;07. Chamberí;076. Vallehermoso;6.219;1.281;0;3
2020;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;;;;
2020;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;85.134;12.744;0;42
2020;08. Fuencarral-El Pardo;081. El Pardo;1.123;130;0;0
2020;08. Fuencarral-El Pardo;082. Fuentelarreina;845;329;0;0
2020;08. Fuencarral-El Pardo;083. Peñagrande;14.612;2.309;0;5
2020;08. Fuencarral-El Pardo;084. Pilar;16.166;1.837;0;7
2020;08. Fuencarral-El Pardo;085. La Paz;10.075;1.629;0;7
2020;08. Fuencarral-El Pardo;086. Valverde;24.183;3.056;0;8
2020;08. Fuencarral-El Pardo;087. Mirasierra;11.164;2.334;0;5
2020;08. Fuencarral-El Pardo;088. El Goloso;6.966;1.120;0;10
2020;09. Moncloa-Aravaca;09. Moncloa-Aravaca;;;;
2020;09. Moncloa-Aravaca;09. Moncloa-Aravaca;37.323;8.762;0;27
2020;09. Moncloa-Aravaca;091. Casa de Campo;4.353;771;0;2
2020;09. Moncloa-Aravaca;092. Argüelles;7.427;1.847;0;3
2020;09. Moncloa-Aravaca;093. Ciudad Universitaria;4.732;1.143;0;4
2020;09. Moncloa-Aravaca;094. Valdezarza;9.990;1.405;0;7
2020;09. Moncloa-Aravaca;095. Valdemarín;1.856;851;0;1
2020;09. Moncloa-Aravaca;096. El Plantío;767;328;0;1
2020;09. Moncloa-Aravaca;097. Aravaca;8.198;2.417;0;9
2020;10. Latina;10. Latina;;;;
2020;10. Latina;10. Latina;80.676;8.936;0;33
2020;10. Latina;101. Los Cármenes;5.981;680;0;8
2020;10. Latina;102. Puerta del Ángel;14.424;1.885;0;11
2020;10. Latina;103. Lucero;12.467;1.480;0;5
2020;10. Latina;104. Aluche;21.509;2.282;0;1
2020;10. Latina;105. Campamento;6.444;626;0;1
2020;10. Latina;106. Cuatro Vientos;2.425;297;0;0
2020;10. Latina;107. Águilas;17.426;1.686;0;7
2020;11. Carabanchel;11. Carabanchel;;;;
2020;11. Carabanchel;11. Carabanchel;89.094;10.505;0;35
2020;11. Carabanchel;111. Comillas;7.580;1.015;0;4
2020;11. Carabanchel;112. Opañel;11.612;1.414;0;5
2020;11. Carabanchel;113. San Isidro;13.431;1.644;0;5
2020;11. Carabanchel;114. Vista Alegre;15.637;1.729;0;4
2020;11. Carabanchel;115. Puerta Bonita;11.889;1.297;0;5
2020;11. Carabanchel;116. Buenavista;18.328;2.124;0;10
2020;11. Carabanchel;117. Abrantes;10.617;1.282;0;2
2020;12. Usera;12. Usera;;;;
2020;12. Usera;12. Usera;46.657;6.183;0;12
2020;12. Usera;121. Orcasitas;7.795;1.005;0;5
2020;12. Usera;122. Orcasur;4.541;538;0;0
2020;12. Usera;123. San Fermín;7.990;1.051;0;2
2020;12. Usera;124. Almendrales;7.361;983;0;0
2020;12. Usera;125. Moscardó;8.841;1.240;0;3
2020;12. Usera;126. Zofío;4.797;561;0;1
2020;12. Usera;127. Pradolongo;5.332;805;0;1
2020;13. Puente de Vallecas;13. Puente de Vallecas;;;;
2020;13. Puente de Vallecas;13. Puente de Vallecas;82.845;9.138;0;20
2020;13. Puente de Vallecas;131. Entrevías;11.288;1.194;0;4
2020;13. Puente de Vallecas;132. San Diego;14.954;1.645;0;4
2020;13. Puente de Vallecas;133. Palomeras Bajas;14.971;1.739;0;2
2020;13. Puente de Vallecas;134. Palomeras Sureste;15.666;1.657;0;7
2020;13. Puente de Vallecas;135. Portazgo;9.388;1.027;0;1
2020;13. Puente de Vallecas;136. Numancia;16.578;1.876;0;2
2020;14. Moratalaz;14. Moratalaz;;;;
2020;14. Moratalaz;14. Moratalaz;31.617;3.728;0;8
2020;14. Moratalaz;141. Pavones;2.906;293;0;1
2020;14. Moratalaz;142. Horcajo;2.463;349;0;1
2020;14. Moratalaz;143. Marroquina;9.088;1.191;0;3
2020;14. Moratalaz;144. Media Legua;5.574;684;0;1
2020;14. Moratalaz;145. Fontarrón;5.893;622;0;1
2020;14. Moratalaz;146. Vinateros;5.693;589;0;1
2020;15. Ciudad Lineal;15. Ciudad Lineal;;;;
2020;15. Ciudad Lineal;15. Ciudad Lineal;75.540;10.427;0;28
2020;15. Ciudad Lineal;151. Ventas;17.477;1.890;0;6
2020;15. Ciudad Lineal;152. Pueblo Nuevo;22.597;2.603;0;11
2020;15. Ciudad Lineal;153. Quintana;9.012;1.103;0;2
2020;15. Ciudad Lineal;154. Concepción;7.141;1.051;0;1
2020;15. Ciudad Lineal;155. San Pascual;5.905;913;0;2
2020;15. Ciudad Lineal;156. San Juan Bautista;4.067;847;0;1
2020;15. Ciudad Lineal;157. Colina;2.061;483;0;2
2020;15. Ciudad Lineal;158. Atalaya;425;131;0;1
2020;15. Ciudad Lineal;159. Costillares;6.855;1.406;0;2
2020;16. Hortaleza;16. Hortaleza;;;;
2020;16. Hortaleza;16. Hortaleza;66.633;10.879;0;20
2020;16. Hortaleza;161. Palomas;1.953;631;0;2
2020;16. Hortaleza;162. Piovera;4.429;1.504;0;2
2020;16. Hortaleza;163. Canillas;13.369;1.877;0;2
2020;16. Hortaleza;164. Pinar del Rey;17.877;2.285;0;3
2020;16. Hortaleza;165. Apóstol Santiago;5.215;706;0;2
2020;16. Hortaleza;166. Valdefuentes;23.790;3.876;0;9
2020;17. Villaverde;17. Villaverde;;;;
2020;17. Villaverde;17. Villaverde;52.908;5.201;0;23
2020;17. Villaverde;171. Villaverde Alto, Casco Histórico de Villaverde;15.766;1.547;0;5
2020;17. Villaverde;172. San Cristóbal;4.914;414;0;5
2020;17. Villaverde;173. Butarque;8.039;772;0;1
2020;17. Villaverde;174. Los Rosales;13.762;1.378;0;7
2020;17. Villaverde;175. Ángeles;10.427;1.090;0;5
2020;18. Villa de Vallecas;18. Villa de Vallecas;;;;
2020;18. Villa de Vallecas;18. Villa de Vallecas;44.988;4.927;0;15
2020;18. Villa de Vallecas;181. Casco Histórico de Vallecas;13.918;1.458;0;7
2020;18. Villa de Vallecas;182. Santa Eugenia;8.836;1.097;0;3
2020;18. Villa de Vallecas;183. Ensanche de Vallecas;22.234;2.372;0;5
2020;19. Vicálvaro;19. Vicálvaro;;;;
2020;19. Vicálvaro;19. Vicálvaro;27.679;2.986;0;11
2020;19. Vicálvaro;191. Casco Histórico de Vicálvaro;12.407;1.240;0;5
2020;19. Vicálvaro;192. Valdebernardo;6.788;752;0;2
2020;19. Vicálvaro;193. Valderribas;7.698;906;0;4
2020;19. Vicálvaro;194. El Cañaveral;786;88;0;0
2020;20. San Blas-Canillejas;20. San Blas-Canillejas;;;;
2020;20. San Blas-Canillejas;20. San Blas-Canillejas;57.836;7.682;0;22
2020;20. San Blas-Canillejas;201. Simancas;10.559;1.248;0;6
2020;20. San Blas-Canillejas;202. Hellín;3.204;273;0;1
2020;20. San Blas-Canillejas;203. Amposta;2.980;222;0;0
2020;20. San Blas-Canillejas;204. Arcos;8.838;1.018;0;3
2020;20. San Blas-Canillejas;205. Rosas;12.243;1.658;0;5
2020;20. San Blas-Canillejas;206. Rejas;6.523;1.121;0;2
2020;20. San Blas-Canillejas;207. Canillejas;9.804;1.284;0;4
2020;20. San Blas-Canillejas;208. El Salvador;3.685;858;0;1
2020;21. Barajas;21. Barajas;;;;
2020;21. Barajas;21. Barajas;17.699;2.687;0;9
2020;21. Barajas;211. Alameda de Osuna;6.194;1.074;0;3
2020;21. Barajas;212. Aeropuerto;633;48;0;0
2020;21. Barajas;213. Casco Histórico de Barajas;2.888;317;0;2
2020;21. Barajas;214. Timón;5.261;636;0;1
2020;21. Barajas;215. Corralejos;2.723;612;0;3
