AÑO;DISTRITO;BARRIO;Pais origen España;Origen Resto países de Europa;Pais origen América del Norte;Pais origen América Central;Pais origen América del Sur;Pais origen África;Pais origen Asia;Pais origen Oceanía
2018;04. Salamanca;046. Castellana;549;206;191;104;396;135;30;0
2018;05. Chamartín;05. Chamartín;;;;;;;;
2018;05. Chamartín;05. Chamartín;4.025;811;418;455;1.444;405;132;14
2018;05. Chamartín;051. El Viso;426;154;63;57;189;77;22;3
2018;05. Chamartín;052. Prosperidad;1.082;159;73;135;409;91;26;1
2018;05. Chamartín;053. Ciudad Jardín;539;106;55;96;258;59;28;0
2018;05. Chamartín;054. Hispanoamérica;829;141;78;66;243;79;20;8
2018;05. Chamartín;055. Nueva España;632;129;96;53;192;53;19;2
2018;05. Chamartín;056. Castilla;517;122;53;48;153;46;17;0
2018;06. Tetuán;06. Tetuán;;;;;;;;
2018;06. Tetuán;06. Tetuán;6.008;761;314;988;2.931;919;193;11
2018;06. Tetuán;061. Bellas Vistas;1.041;147;66;291;573;235;31;2
2018;06. Tetuán;062. Cuatro Caminos;1.384;197;83;128;533;169;30;1
2018;06. Tetuán;063. Castillejos;877;103;69;80;282;109;15;4
2018;06. Tetuán;064. Almenara;864;84;38;92;387;80;38;0
2018;06. Tetuán;065. Valdeacederas;927;123;23;149;573;139;34;3
2018;06. Tetuán;066. Berruguete;915;107;35;248;583;187;45;1
2018;07. Chamberí;07. Chamberí;;;;;;;;
2018;07. Chamberí;07. Chamberí;5.613;983;634;426;1.700;426;116;30
2018;07. Chamberí;071. Gaztambide;1.050;149;120;76;331;94;23;9
2018;07. Chamberí;072. Arapiles;1.084;143;110;92;305;59;24;0
2018;07. Chamberí;073. Trafalgar;983;239;145;75;368;79;9;6
2018;07. Chamberí;074. Almagro;652;167;105;70;237;61;22;3
2018;07. Chamberí;075. Ríos Rosas;1.079;203;95;70;326;96;20;6
2018;07. Chamberí;076. Vallehermoso;765;82;59;43;133;37;18;6
2018;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;;;;;;;;
2018;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;5.639;763;347;730;2.583;549;173;22
2018;08. Fuencarral-El Pardo;081. El Pardo;158;3;1;7;10;0;6;0
2018;08. Fuencarral-El Pardo;082. Fuentelarreina;74;16;3;5;16;10;4;0
2018;08. Fuencarral-El Pardo;083. Peñagrande;841;75;51;137;448;84;50;2
2018;08. Fuencarral-El Pardo;084. Pilar;1.148;94;47;176;702;51;33;4
2018;08. Fuencarral-El Pardo;085. La Paz;535;71;50;24;218;59;16;1
2018;08. Fuencarral-El Pardo;086. Valverde;1.810;281;119;322;948;255;45;2
2018;08. Fuencarral-El Pardo;087. Mirasierra;506;152;55;47;139;40;11;8
2018;08. Fuencarral-El Pardo;088. El Goloso;567;71;21;12;102;50;8;5
2018;09. Moncloa-Aravaca;09. Moncloa-Aravaca;;;;;;;;
2018;09. Moncloa-Aravaca;09. Moncloa-Aravaca;3.697;596;343;325;1.336;366;154;23
2018;09. Moncloa-Aravaca;091. Casa de Campo;348;48;30;24;140;31;66;1
2018;09. Moncloa-Aravaca;092. Argüelles;1.069;182;138;62;336;92;21;11
2018;09. Moncloa-Aravaca;093. Ciudad Universitaria;505;72;34;46;182;80;36;2
2018;09. Moncloa-Aravaca;094. Valdezarza;670;71;42;110;406;92;24;3
2018;09. Moncloa-Aravaca;095. Valdemarín;230;51;35;13;49;26;1;2
2018;09. Moncloa-Aravaca;096. El Plantío;84;17;1;7;17;4;0;0
2018;09. Moncloa-Aravaca;097. Aravaca;791;155;63;63;206;41;6;4
2018;10. Latina;10. Latina;;;;;;;;
2018;10. Latina;10. Latina;5.780;730;210;1.634;4.548;556;212;14
2018;10. Latina;101. Los Cármenes;385;53;10;98;286;41;16;1
2018;10. Latina;102. Puerta del Ángel;1.267;178;67;286;1.031;150;53;5
2018;10. Latina;103. Lucero;869;92;26;228;740;177;41;5
2018;10. Latina;104. Aluche;1.510;187;42;510;1.293;102;62;2
2018;10. Latina;105. Campamento;595;87;13;288;378;54;17;0
2018;10. Latina;106. Cuatro Vientos;171;13;8;5;69;4;2;0
2018;10. Latina;107. Águilas;983;120;44;219;751;28;21;1
2018;11. Carabanchel;11. Carabanchel;;;;;;;;
2018;11. Carabanchel;11. Carabanchel;6.866;778;197;2.488;6.445;673;401;7
2018;11. Carabanchel;111. Comillas;658;77;30;170;570;56;47;0
2018;11. Carabanchel;112. Opañel;902;119;33;316;859;128;43;5
2018;11. Carabanchel;113. San Isidro;1.036;96;31;374;990;110;90;0
2018;11. Carabanchel;114. Vista Alegre;1.224;147;32;631;1.364;147;66;2
2018;11. Carabanchel;115. Puerta Bonita;1.048;129;8;462;1.036;91;62;0
2018;11. Carabanchel;116. Buenavista;1.143;117;39;239;742;54;60;0
2018;11. Carabanchel;117. Abrantes;855;93;24;296;884;87;33;0
2018;12. Usera;12. Usera;;;;;;;;
2018;12. Usera;12. Usera;3.866;370;89;1.185;3.078;757;144;3
2018;12. Usera;121. Orcasitas;440;31;9;64;243;27;6;0
2018;12. Usera;122. Orcasur;399;32;8;70;232;63;16;0
2018;12. Usera;123. San Fermín;564;48;18;163;416;81;38;0
2018;12. Usera;124. Almendrales;669;65;17;222;578;147;18;0
2018;12. Usera;125. Moscardó;829;95;19;289;720;220;27;3
2018;12. Usera;126. Zofío;382;45;12;160;412;44;20;0
2018;12. Usera;127. Pradolongo;583;54;6;217;477;175;19;0
2018;13. Puente de Vallecas;13. Puente de Vallecas;;;;;;;;
2018;13. Puente de Vallecas;13. Puente de Vallecas;6.019;766;133;2.332;5.449;494;569;6
2018;13. Puente de Vallecas;131. Entrevías;779;72;21;284;599;43;116;1
2018;13. Puente de Vallecas;132. San Diego;1.511;197;32;782;1.607;170;196;0
2018;13. Puente de Vallecas;133. Palomeras Bajas;826;119;29;204;801;71;54;0
2018;13. Puente de Vallecas;134. Palomeras Sureste;893;121;10;204;699;43;67;2
2018;13. Puente de Vallecas;135. Portazgo;659;76;19;244;515;42;37;0
2018;13. Puente de Vallecas;136. Numancia;1.351;181;22;614;1.228;125;99;3
2018;14. Moratalaz;14. Moratalaz;;;;;;;;
2018;14. Moratalaz;14. Moratalaz;1.692;203;220;388;1.253;92;45;1
2018;14. Moratalaz;141. Pavones;162;23;157;20;111;4;3;0
2018;14. Moratalaz;142. Horcajo;110;8;2;6;45;1;3;0
2018;14. Moratalaz;143. Marroquina;397;58;16;67;220;18;6;0
2018;14. Moratalaz;144. Media Legua;323;49;21;68;199;34;11;0
2018;14. Moratalaz;145. Fontarrón;385;38;13;138;410;20;12;0
2018;14. Moratalaz;146. Vinateros;315;27;11;89;268;15;10;1
2018;15. Ciudad Lineal;15. Ciudad Lineal;;;;;;;;
2018;15. Ciudad Lineal;15. Ciudad Lineal;5.260;769;273;1.210;4.418;423;209;17
2018;15. Ciudad Lineal;151. Ventas;1.216;147;37;313;1.176;85;36;0
2018;15. Ciudad Lineal;152. Pueblo Nuevo;1.431;169;46;514;1.681;103;44;4
2018;15. Ciudad Lineal;153. Quintana;649;92;38;176;734;54;25;6
2018;15. Ciudad Lineal;154. Concepción;570;83;15;111;394;40;28;3
2018;15. Ciudad Lineal;155. San Pascual;344;77;38;25;154;27;14;1
2018;15. Ciudad Lineal;156. San Juan Bautista;253;78;31;17;106;40;40;0
2018;15. Ciudad Lineal;157. Colina;188;28;23;18;75;14;9;0
2018;15. Ciudad Lineal;158. Atalaya;45;15;3;1;7;6;1;0
2018;15. Ciudad Lineal;159. Costillares;564;80;42;35;91;54;12;3
2018;16. Hortaleza;16. Hortaleza;;;;;;;;
2018;16. Hortaleza;16. Hortaleza;4.768;855;316;453;2.224;418;175;17
2018;16. Hortaleza;161. Palomas;104;66;13;12;34;41;5;0
2018;16. Hortaleza;162. Piovera;276;155;35;26;119;40;14;2
2018;16. Hortaleza;163. Canillas;807;135;31;68;369;52;51;2
2018;16. Hortaleza;164. Pinar del Rey;1.106;159;42;204;755;40;37;2
2018;16. Hortaleza;165. Apóstol Santiago;436;51;25;43;183;34;19;0
2018;16. Hortaleza;166. Valdefuentes;2.039;289;170;100;764;211;49;11
2018;17. Villaverde;17. Villaverde;;;;;;;;
2018;17. Villaverde;17. Villaverde;3.932;492;55;1.282;3.217;290;356;3
2018;17. Villaverde;171. Villaverde Alto, Casco Histórico de Villaverde;1.264;159;13;416;973;67;123;1
2018;17. Villaverde;172. San Cristóbal;534;91;9;283;540;102;100;0
2018;17. Villaverde;173. Butarque;515;46;4;76;241;23;28;0
2018;17. Villaverde;174. Los Rosales;845;103;14;265;777;52;72;2
2018;17. Villaverde;175. Ángeles;774;93;15;242;686;46;33;0
2018;18. Villa de Vallecas;18. Villa de Vallecas;;;;;;;;
2018;18. Villa de Vallecas;18. Villa de Vallecas;2.919;259;62;383;1.802;110;162;1
2018;18. Villa de Vallecas;181. Casco Histórico de Vallecas;878;106;21;256;809;68;114;0
2018;18. Villa de Vallecas;182. Santa Eugenia;401;54;10;49;212;5;10;0
2018;18. Villa de Vallecas;183. Ensanche de Vallecas;1.640;99;31;78;781;37;38;1
2018;19. Vicálvaro;19. Vicálvaro;;;;;;;;
2018;19. Vicálvaro;19. Vicálvaro;1.965;212;31;243;928;88;69;3
2018;19. Vicálvaro;191. Casco Histórico de Vicálvaro;915;155;11;191;647;60;45;1
2018;19. Vicálvaro;192. Valdebernardo;388;33;8;40;182;20;20;2
2018;19. Vicálvaro;193. Valderribas;287;20;8;10;82;7;2;0
2018;19. Vicálvaro;194. El Cañaveral;375;4;4;2;17;1;2;0
2018;20. San Blas-Canillejas;20. San Blas-Canillejas;;;;;;;;
2018;20. San Blas-Canillejas;20. San Blas-Canillejas;3.596;508;141;858;2.975;289;178;4
2018;20. San Blas-Canillejas;201. Simancas;803;104;31;231;664;54;63;3
2018;20. San Blas-Canillejas;202. Hellín;209;13;2;93;185;15;6;0
2018;20. San Blas-Canillejas;203. Amposta;196;27;4;120;292;6;12;0
2018;20. San Blas-Canillejas;204. Arcos;483;43;16;126;371;7;17;0
2018;20. San Blas-Canillejas;205. Rosas;448;74;19;43;243;36;27;0
2018;20. San Blas-Canillejas;206. Rejas;573;92;37;63;586;112;16;1
2018;20. San Blas-Canillejas;207. Canillejas;687;119;24;159;539;20;32;0
2018;20. San Blas-Canillejas;208. El Salvador;197;36;8;23;95;39;5;0
2018;21. Barajas;21. Barajas;;;;;;;;
2018;21. Barajas;21. Barajas;1.233;149;46;121;538;40;59;5
2018;21. Barajas;211. Alameda de Osuna;366;47;19;24;128;17;4;4
2018;21. Barajas;212. Aeropuerto;58;3;0;17;62;1;9;0
2018;21. Barajas;213. Casco Histórico de Barajas;328;28;2;32;174;5;11;1
2018;21. Barajas;214. Timón;330;49;17;40;139;11;20;0
2018;21. Barajas;215. Corralejos;151;22;8;8;35;6;15;0
2020;01. Centro;01. Centro;;;;;;;;
2020;01. Centro;01. Centro;6.225;1.569;896;275;2.039;198;919;46
2020;01. Centro;011. Palacio;983;221;172;39;315;17;56;11
2020;01. Centro;012. Embajadores;2.062;488;227;77;616;96;545;15
2020;01. Centro;013. Cortes;482;135;96;31;159;17;36;1
2020;01. Centro;014. Justicia;790;243;131;37;295;31;80;3
2020;01. Centro;015. Universidad;1.556;357;191;68;514;27;160;13
2020;01. Centro;016. Sol;352;125;79;23;140;10;42;3
2020;02. Arganzuela;02. Arganzuela;;;;;;;;
2020;02. Arganzuela;02. Arganzuela;4.777;544;240;304;1.269;104;293;11
2020;02. Arganzuela;021. Imperial;638;80;28;22;149;9;23;1
2020;02. Arganzuela;022. Acacias;883;115;50;47;168;17;50;2
2020;02. Arganzuela;023. Chopera;685;66;21;64;246;18;32;2
2020;02. Arganzuela;024. Legazpi;508;58;15;17;115;5;30;2
2020;02. Arganzuela;025. Delicias;918;95;33;81;293;29;63;0
2020;02. Arganzuela;026. Palos de Moguer;1.113;125;93;69;296;23;94;4
2020;02. Arganzuela;027. Atocha;32;5;0;4;2;3;1;0
2020;03. Retiro;03. Retiro;;;;;;;;
2020;03. Retiro;03. Retiro;2.918;445;278;192;964;30;153;13
2020;03. Retiro;031. Pacífico;901;142;76;84;301;15;43;6
2020;03. Retiro;032. Adelfas;518;56;20;21;124;1;23;0
2020;03. Retiro;033. Estrella;395;55;33;23;121;1;26;0
2020;03. Retiro;034. Ibiza;586;107;75;46;297;9;31;7
2020;03. Retiro;035. Los Jerónimos;210;48;46;3;66;4;10;0
2020;03. Retiro;036. Niño Jesús;308;37;28;15;55;0;20;0
2020;04. Salamanca;04. Salamanca;;;;;;;;
2020;04. Salamanca;04. Salamanca;4.927;1.117;745;425;2.440;154;406;23
2020;04. Salamanca;041. Recoletos;569;158;174;50;311;22;55;5
2020;04. Salamanca;042. Goya;1.082;233;147;86;567;23;87;6
2020;04. Salamanca;043. Fuente del Berro;688;107;48;57;262;6;40;1
2020;04. Salamanca;044. Guindalera;1.235;230;109;118;524;61;84;5
2020;04. Salamanca;045. Lista;729;182;118;57;407;16;54;4
2020;04. Salamanca;046. Castellana;624;207;149;57;369;26;86;2
2020;05. Chamartín;05. Chamartín;;;;;;;;
2020;05. Chamartín;05. Chamartín;4.101;787;388;285;1.448;129;345;25
2020;05. Chamartín;051. El Viso;459;160;73;32;147;10;77;3
2020;05. Chamartín;052. Prosperidad;1.055;139;84;102;461;34;85;8
2020;05. Chamartín;053. Ciudad Jardín;535;114;43;55;237;23;48;1
2020;05. Chamartín;054. Hispanoamérica;807;119;73;38;223;7;40;9
2020;05. Chamartín;055. Nueva España;656;156;72;40;202;32;69;2
2020;05. Chamartín;056. Castilla;589;99;43;18;178;23;26;2
2020;06. Tetuán;06. Tetuán;;;;;;;;
2020;06. Tetuán;06. Tetuán;5.593;688;240;887;2.360;172;767;14
2020;06. Tetuán;061. Bellas Vistas;946;125;50;256;469;30;178;2
2020;06. Tetuán;062. Cuatro Caminos;1.238;159;68;169;437;18;140;6
2020;06. Tetuán;063. Castillejos;836;125;55;67;257;20;108;3
2020;06. Tetuán;064. Almenara;821;67;28;80;274;24;66;3
2020;06. Tetuán;065. Valdeacederas;848;103;14;145;490;37;124;0
2020;06. Tetuán;066. Berruguete;904;109;25;170;433;43;151;0
2020;07. Chamberí;07. Chamberí;;;;;;;;
2020;07. Chamberí;07. Chamberí;5.539;774;454;338;1.444;94;347;24
2020;07. Chamberí;071. Gaztambide;1.012;112;68;51;226;16;62;1
2020;07. Chamberí;072. Arapiles;998;133;77;64;254;9;62;2
2020;07. Chamberí;073. Trafalgar;962;149;94;47;330;13;56;11
2020;07. Chamberí;074. Almagro;706;125;81;59;191;24;63;8
2020;07. Chamberí;075. Ríos Rosas;1.114;165;69;84;286;12;52;1
2020;07. Chamberí;076. Vallehermoso;747;90;65;33;157;20;52;1
2020;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;;;;;;;;
2020;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;5.733;788;247;555;1.986;127;527;12
2020;08. Fuencarral-El Pardo;081. El Pardo;146;4;6;11;10;0;5;0
2020;08. Fuencarral-El Pardo;082. Fuentelarreina;49;9;8;11;14;3;6;0
2020;08. Fuencarral-El Pardo;083. Peñagrande;857;105;36;94;355;30;68;5
2020;08. Fuencarral-El Pardo;084. Pilar;1.135;100;19;133;488;38;72;1
2020;08. Fuencarral-El Pardo;085. La Paz;576;68;31;33;168;5;65;2
2020;08. Fuencarral-El Pardo;086. Valverde;1.823;290;63;233;750;32;247;2
2020;08. Fuencarral-El Pardo;087. Mirasierra;605;128;53;35;103;6;27;2
2020;08. Fuencarral-El Pardo;088. El Goloso;542;84;31;5;98;13;37;0
2020;09. Moncloa-Aravaca;09. Moncloa-Aravaca;;;;;;;;
2020;09. Moncloa-Aravaca;09. Moncloa-Aravaca;3.554;512;306;337;1.012;84;279;16
2020;09. Moncloa-Aravaca;091. Casa de Campo;388;60;5;11;96;4;24;1
2020;09. Moncloa-Aravaca;092. Argüelles;1.019;166;104;35;240;26;86;4
2020;09. Moncloa-Aravaca;093. Ciudad Universitaria;453;41;52;123;112;28;31;0
2020;09. Moncloa-Aravaca;094. Valdezarza;612;64;30;98;306;16;61;4
2020;09. Moncloa-Aravaca;095. Valdemarín;199;48;11;13;74;2;19;0
2020;09. Moncloa-Aravaca;096. El Plantío;87;6;4;8;22;1;9;0
2020;09. Moncloa-Aravaca;097. Aravaca;796;127;100;49;162;7;49;7
2020;10. Latina;10. Latina;;;;;;;;
2020;10. Latina;10. Latina;5.800;733;131;1.233;2.942;170;471;10
2020;10. Latina;101. Los Cármenes;445;51;8;68;206;16;39;1
2020;10. Latina;102. Puerta del Ángel;1.271;150;31;183;710;31;153;5
2020;10. Latina;103. Lucero;796;106;19;189;509;30;105;1
2020;10. Latina;104. Aluche;1.483;188;35;384;822;48;98;2
2020;10. Latina;105. Campamento;575;80;5;240;238;14;37;0
2020;10. Latina;106. Cuatro Vientos;179;5;4;3;22;2;4;0
2020;10. Latina;107. Águilas;1.051;153;29;166;435;29;35;1
2020;11. Carabanchel;11. Carabanchel;;;;;;;;
2020;11. Carabanchel;11. Carabanchel;6.609;849;127;1.595;3.962;253;456;6
2020;11. Carabanchel;111. Comillas;626;82;21;133;325;17;34;1
2020;11. Carabanchel;112. Opañel;832;136;17;190;582;29;96;0
2020;11. Carabanchel;113. San Isidro;1.048;126;26;297;598;49;91;1
2020;11. Carabanchel;114. Vista Alegre;1.131;163;23;357;844;44;82;1
2020;11. Carabanchel;115. Puerta Bonita;1.066;124;9;291;621;51;59;0
2020;11. Carabanchel;116. Buenavista;1.155;129;11;145;428;50;21;3
2020;11. Carabanchel;117. Abrantes;751;89;20;182;564;13;73;0
2020;12. Usera;12. Usera;;;;;;;;
2020;12. Usera;12. Usera;3.774;404;81;776;2.015;79;718;2
2020;12. Usera;121. Orcasitas;375;43;8;30;138;3;15;0
2020;12. Usera;122. Orcasur;335;40;5;24;140;8;50;0
2020;12. Usera;123. San Fermín;476;54;11;117;275;14;87;0
2020;12. Usera;124. Almendrales;724;73;12;136;393;15;146;1
2020;12. Usera;125. Moscardó;845;93;26;191;505;14;195;1
2020;12. Usera;126. Zofío;357;44;7;131;228;15;56;0
2020;12. Usera;127. Pradolongo;662;57;12;147;336;10;169;0
2020;13. Puente de Vallecas;13. Puente de Vallecas;;;;;;;;
2020;13. Puente de Vallecas;13. Puente de Vallecas;5.775;697;106;1.649;3.070;366;399;6
2020;13. Puente de Vallecas;131. Entrevías;765;106;7;167;355;65;26;0
2020;13. Puente de Vallecas;132. San Diego;1.384;175;27;518;859;120;121;0
2020;13. Puente de Vallecas;133. Palomeras Bajas;786;90;17;174;415;40;50;0
2020;13. Puente de Vallecas;134. Palomeras Sureste;859;102;21;128;402;49;61;0
2020;13. Puente de Vallecas;135. Portazgo;659;75;12;173;265;16;49;3
2020;13. Puente de Vallecas;136. Numancia;1.322;149;22;489;774;76;92;3
2020;14. Moratalaz;14. Moratalaz;;;;;;;;
2020;14. Moratalaz;14. Moratalaz;1.633;174;79;240;769;35;83;5
2020;14. Moratalaz;141. Pavones;167;19;36;16;63;5;12;2
2020;14. Moratalaz;142. Horcajo;72;5;0;1;13;1;0;0
2020;14. Moratalaz;143. Marroquina;395;52;8;36;147;10;30;0
2020;14. Moratalaz;144. Media Legua;344;34;14;40;142;9;19;1
2020;14. Moratalaz;145. Fontarrón;348;40;16;104;215;4;9;0
2020;14. Moratalaz;146. Vinateros;307;24;5;43;189;6;13;2
2020;15. Ciudad Lineal;15. Ciudad Lineal;;;;;;;;
2020;15. Ciudad Lineal;15. Ciudad Lineal;5.329;777;238;989;3.250;178;379;16
2020;15. Ciudad Lineal;151. Ventas;1.127;168;42;277;849;20;82;2
2020;15. Ciudad Lineal;152. Pueblo Nuevo;1.441;197;54;359;1.117;38;84;1
2020;15. Ciudad Lineal;153. Quintana;719;95;17;198;552;13;33;1
2020;15. Ciudad Lineal;154. Concepción;591;77;28;78;317;23;56;3
2020;15. Ciudad Lineal;155. San Pascual;354;62;23;23;125;9;18;3
2020;15. Ciudad Lineal;156. San Juan Bautista;302;48;21;9;102;57;38;0
2020;15. Ciudad Lineal;157. Colina;182;48;15;15;74;7;14;5
2020;15. Ciudad Lineal;158. Atalaya;64;4;2;2;13;4;1;0
2020;15. Ciudad Lineal;159. Costillares;549;78;36;28;101;7;53;1
2020;16. Hortaleza;16. Hortaleza;;;;;;;;
2020;16. Hortaleza;16. Hortaleza;4.465;836;212;306;1.728;130;361;16
2020;16. Hortaleza;161. Palomas;120;58;16;2;29;5;12;0
2020;16. Hortaleza;162. Piovera;327;171;32;11;77;11;65;1
2020;16. Hortaleza;163. Canillas;770;111;45;64;321;43;69;3
2020;16. Hortaleza;164. Pinar del Rey;1.063;138;37;141;578;29;56;3
2020;16. Hortaleza;165. Apóstol Santiago;417;48;8;33;103;15;12;4
2020;16. Hortaleza;166. Valdefuentes;1.768;310;74;55;620;27;147;5
2020;17. Villaverde;17. Villaverde;;;;;;;;
2020;17. Villaverde;17. Villaverde;3.721;494;61;871;1.846;325;237;0
2020;17. Villaverde;171. Villaverde Alto, Casco Histórico de Villaverde;1.234;151;13;249;528;96;43;0
2020;17. Villaverde;172. San Cristóbal;535;65;11;226;271;108;72;0
2020;17. Villaverde;173. Butarque;433;48;7;49;181;17;13;0
2020;17. Villaverde;174. Los Rosales;850;133;19;167;509;69;66;0
2020;17. Villaverde;175. Ángeles;669;97;11;180;357;35;43;0
2020;18. Villa de Vallecas;18. Villa de Vallecas;;;;;;;;
2020;18. Villa de Vallecas;18. Villa de Vallecas;2.800;284;36;201;922;75;81;3
2020;18. Villa de Vallecas;181. Casco Histórico de Vallecas;963;128;17;124;432;46;32;0
2020;18. Villa de Vallecas;182. Santa Eugenia;427;59;8;35;116;7;9;0
2020;18. Villa de Vallecas;183. Ensanche de Vallecas;1.410;97;11;42;374;22;40;3
2020;19. Vicálvaro;19. Vicálvaro;;;;;;;;
2020;19. Vicálvaro;19. Vicálvaro;1.525;201;27;112;518;62;74;2
2020;19. Vicálvaro;191. Casco Histórico de Vicálvaro;819;146;12;90;370;52;61;0
2020;19. Vicálvaro;192. Valdebernardo;258;34;9;17;87;7;9;2
2020;19. Vicálvaro;193. Valderribas;244;20;6;5;55;2;4;0
2020;19. Vicálvaro;194. El Cañaveral;204;1;0;0;6;1;0;0
2020;20. San Blas-Canillejas;20. San Blas-Canillejas;;;;;;;;
2020;20. San Blas-Canillejas;20. San Blas-Canillejas;3.572;520;118;570;1.942;116;227;1
2020;20. San Blas-Canillejas;201. Simancas;833;107;23;176;412;24;43;1
2020;20. San Blas-Canillejas;202. Hellín;206;20;4;36;114;4;10;0
2020;20. San Blas-Canillejas;203. Amposta;216;35;0;70;127;12;4;0
2020;20. San Blas-Canillejas;204. Arcos;490;37;15;80;217;15;21;0
2020;20. San Blas-Canillejas;205. Rosas;430;46;9;26;161;8;22;0
2020;20. San Blas-Canillejas;206. Rejas;633;101;35;52;484;24;89;0
2020;20. San Blas-Canillejas;207. Canillejas;600;131;13;112;366;19;15;0
2020;20. San Blas-Canillejas;208. El Salvador;164;43;19;18;61;10;23;0
2020;21. Barajas;21. Barajas;;;;;;;;
2020;21. Barajas;21. Barajas;1.146;151;56;103;328;35;54;2
2020;21. Barajas;211. Alameda de Osuna;298;55;35;17;89;5;17;0
2020;21. Barajas;212. Aeropuerto;66;6;0;14;13;3;1;0
2020;21. Barajas;213. Casco Histórico de Barajas;279;49;5;40;88;8;10;2
2020;21. Barajas;214. Timón;327;29;11;18;92;17;12;0
2020;21. Barajas;215. Corralejos;176;12;5;14;46;2;14;0
