AÑO;DISTRITO;BARRIO;Hombre Españoles 0 a 15 años;Hombre Españoles 16 a 64 años;Hombre Españoles 65 y más años;Hombre Españoles No consta;Mujeres Españolas 0 a 15 años;Mujeres Españolas 16 a 64 años;Mujeres Españolas 65 y más años;Mujeres Españolas No consta;Hombre Extranjero 0 a 15 años;Hombre Extranjero 16 a 64 años;Hombre Extranjero 65 y más años;Hombre Extranjero No consta;Mujeres Extranjera 0 a 15 años;Mujeres Extranjera 16 a 64 años;Mujeres Extranjera 65 y más años;Mujeres Extranjera No consta
2020;06. Tetuán;061. Bellas Vistas;1.416;6.974;1.894;0;1.347;7.640;3.225;0;390;2.529;89;0;331;3.162;149;0
2020;06. Tetuán;062. Cuatro Caminos;1.695;8.837;2.826;0;1.552;9.748;4.792;0;237;1.898;87;0;234;2.567;135;0
2020;06. Tetuán;063. Castillejos;905;5.202;1.793;0;840;5.754;2.926;0;130;1.107;64;0;131;1.563;98;0
2020;06. Tetuán;064. Almenara;1.212;6.084;1.601;0;1.211;6.515;2.758;0;179;1.189;49;0;140;1.612;92;0
2020;06. Tetuán;065. Valdeacederas;1.382;6.717;1.393;0;1.340;7.065;2.223;0;365;2.171;54;0;325;2.870;116;0
2020;06. Tetuán;066. Berruguete;1.235;5.943;1.431;0;1.235;6.576;2.572;0;337;2.160;57;0;341;3.018;102;0
2020;07. Chamberí;07. Chamberí;;;;;;;;;;;;;;;;
2020;07. Chamberí;07. Chamberí;7.016;35.840;11.676;0;6.836;41.016;21.242;0;665;5.780;331;0;641;7.930;475;0
2020;07. Chamberí;071. Gaztambide;1.003;5.890;2.081;0;990;6.686;3.658;0;87;953;48;0;99;1.324;72;0
2020;07. Chamberí;072. Arapiles;1.223;6.390;2.037;0;1.155;7.185;3.719;0;133;1.053;52;0;103;1.321;84;0
2020;07. Chamberí;073. Trafalgar;1.192;6.490;1.823;0;1.113;7.531;3.263;0;130;1.252;71;0;129;1.617;85;0
2020;07. Chamberí;074. Almagro;1.041;4.955;1.607;0;1.052;5.542;2.932;0;122;917;84;0;104;1.342;109;0
2020;07. Chamberí;075. Ríos Rosas;1.438;7.034;2.190;0;1.457;8.176;4.051;0;133;1.133;54;0;125;1.500;91;0
2020;07. Chamberí;076. Vallehermoso;1.119;5.081;1.938;0;1.069;5.896;3.619;0;60;472;22;0;81;826;34;0
2020;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;;;;;;;;;;;;;;;;
2020;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;21.247;64.702;20.832;0;20.070;69.033;29.255;0;1.481;7.136;399;0;1.403;9.777;686;0
2020;08. Fuencarral-El Pardo;081. El Pardo;209;1.099;334;0;183;940;548;0;6;55;1;0;9;65;5;0
2020;08. Fuencarral-El Pardo;082. Fuentelarreina;268;788;356;0;264;871;475;0;16;42;11;0;7;147;20;0
2020;08. Fuencarral-El Pardo;083. Peñagrande;2.843;11.699;4.753;0;2.630;12.700;6.461;0;194;1.178;76;0;207;1.638;129;0
2020;08. Fuencarral-El Pardo;084. Pilar;2.280;11.335;5.258;0;2.075;12.081;8.083;0;353;1.895;85;0;352;2.462;160;0
2020;08. Fuencarral-El Pardo;085. La Paz;1.806;8.456;4.765;0;1.736;9.367;5.872;0;121;605;47;0;101;819;70;0
2020;08. Fuencarral-El Pardo;086. Valverde;7.230;16.740;2.759;0;6.866;17.850;4.364;0;600;2.596;106;0;527;3.359;204;0
2020;08. Fuencarral-El Pardo;087. Mirasierra;3.529;9.482;2.087;0;3.409;10.216;2.555;0;104;450;52;0;114;828;72;0
2020;08. Fuencarral-El Pardo;088. El Goloso;3.082;5.103;520;0;2.907;5.008;897;0;87;315;21;0;86;459;26;0
2020;09. Moncloa-Aravaca;09. Moncloa-Aravaca;;;;;;;;;;;;;;;;
2020;09. Moncloa-Aravaca;09. Moncloa-Aravaca;8.284;31.355;10.061;0;7.805;33.866;15.515;0;639;4.370;225;0;608;6.337;356;0
2020;09. Moncloa-Aravaca;091. Casa de Campo;616;3.685;1.143;0;620;3.762;2.052;0;40;453;26;0;40;526;28;0
2020;09. Moncloa-Aravaca;092. Argüelles;1.123;6.292;2.177;0;1.064;6.734;3.710;0;111;1.153;51;0;98;1.487;93;0
2020;09. Moncloa-Aravaca;093. Ciudad Universitaria;990;4.169;1.630;0;986;4.453;2.456;0;49;532;28;0;38;874;54;0
2020;09. Moncloa-Aravaca;094. Valdezarza;1.752;7.537;2.862;0;1.571;8.233;4.438;0;203;1.243;40;0;196;1.580;67;0
2020;09. Moncloa-Aravaca;095. Valdemarín;914;1.713;297;0;860;1.899;416;0;35;139;11;0;47;373;22;0
2020;09. Moncloa-Aravaca;096. El Plantío;267;704;230;0;269;800;277;0;10;73;17;0;10;133;18;0
2020;09. Moncloa-Aravaca;097. Aravaca;2.622;7.255;1.722;0;2.435;7.985;2.166;0;191;777;52;0;179;1.364;74;0
2020;10. Latina;10. Latina;;;;;;;;;;;;;;;;
2020;10. Latina;10. Latina;12.725;57.528;23.152;0;12.191;60.686;34.699;0;2.421;14.142;429;0;2.284;17.144;749;0
2020;10. Latina;101. Los Cármenes;1.107;4.768;1.135;0;1.091;5.029;1.792;0;151;997;25;0;159;1.108;35;0
2020;10. Latina;102. Puerta del Ángel;2.084;10.243;3.147;0;1.984;10.943;5.290;0;442;3.191;82;0;374;3.809;141;0
2020;10. Latina;103. Lucero;1.946;8.930;3.115;0;1.831;9.308;4.831;0;385;2.318;77;0;376;2.859;114;0
2020;10. Latina;104. Aluche;3.072;14.557;7.949;0;3.010;15.568;11.555;0;751;4.011;108;0;726;4.805;236;0
2020;10. Latina;105. Campamento;1.027;4.462;1.870;0;1.032;4.647;2.649;0;251;1.333;37;0;217;1.694;61;0
2020;10. Latina;106. Cuatro Vientos;694;1.878;162;0;618;1.875;166;0;19;145;11;0;20;145;15;0
2020;10. Latina;107. Águilas;2.795;12.690;5.774;0;2.625;13.316;8.416;0;422;2.147;89;0;412;2.724;147;0
2020;11. Carabanchel;11. Carabanchel;;;;;;;;;;;;;;;;
2020;11. Carabanchel;11. Carabanchel;15.879;60.427;18.288;0;15.161;65.351;28.999;0;3.234;19.458;515;0;3.083;21.750;893;0
2020;11. Carabanchel;111. Comillas;1.050;5.285;1.955;0;965;5.817;3.267;0;247;1.634;59;0;230;1.807;87;0
2020;11. Carabanchel;112. Opañel;1.634;7.686;2.558;0;1.561;8.504;4.175;0;420;2.756;70;0;413;3.181;91;0
2020;11. Carabanchel;113. San Isidro;2.172;9.420;2.859;0;2.086;10.255;4.437;0;498;3.171;76;0;427;3.415;141;0
2020;11. Carabanchel;114. Vista Alegre;2.358;9.863;3.897;0;2.148;11.233;6.290;0;666;4.013;99;0;631;4.596;181;0
2020;11. Carabanchel;115. Puerta Bonita;2.093;8.147;2.373;0;2.064;8.513;3.843;0;521;3.111;73;0;507;3.462;153;0
2020;11. Carabanchel;116. Buenavista;4.445;12.761;2.615;0;4.236;13.152;3.679;0;486;2.361;69;0;470;2.652;129;0
2020;11. Carabanchel;117. Abrantes;2.127;7.265;2.031;0;2.101;7.877;3.308;0;396;2.412;69;0;405;2.637;111;0
2020;12. Usera;12. Usera;;;;;;;;;;;;;;;;
2020;12. Usera;12. Usera;8.908;32.906;8.904;0;8.530;35.395;14.121;0;2.269;12.495;299;0;2.094;13.077;503;0
2020;12. Usera;121. Orcasitas;1.893;6.320;1.688;0;1.820;6.549;2.674;0;146;694;24;0;121;855;53;0
2020;12. Usera;122. Orcasur;1.068;3.848;777;0;938;3.959;1.164;0;148;825;31;0;145;860;45;0
2020;12. Usera;123. San Fermín;1.846;5.996;1.312;0;1.803;6.292;1.897;0;349;1.755;52;0;357;1.895;112;0
2020;12. Usera;124. Almendrales;1.272;4.629;1.240;0;1.199;5.118;2.112;0;411;2.438;53;0;395;2.484;88;0
2020;12. Usera;125. Moscardó;1.269;5.615;1.816;0;1.211;6.251;3.018;0;510;3.029;61;0;460;3.020;93;0
2020;12. Usera;126. Zofío;728;3.205;968;0;726;3.534;1.484;0;239;1.345;24;0;229;1.443;43;0
2020;12. Usera;127. Pradolongo;832;3.293;1.103;0;833;3.692;1.772;0;466;2.409;54;0;387;2.520;69;0
2020;13. Puente de Vallecas;13. Puente de Vallecas;;;;;;;;;;;;;;;;
2020;13. Puente de Vallecas;13. Puente de Vallecas;13.761;61.136;16.052;0;12.941;64.104;24.770;0;3.098;16.729;407;0;2.916;18.146;710;0
2020;13. Puente de Vallecas;131. Entrevías;2.242;9.263;2.549;0;2.038;9.206;4.029;0;409;2.164;50;0;384;2.258;106;0
2020;13. Puente de Vallecas;132. San Diego;2.318;9.469;2.156;0;2.166;10.003;3.517;0;894;4.899;97;0;823;5.167;155;0
2020;13. Puente de Vallecas;133. Palomeras Bajas;2.252;11.402;2.561;0;2.223;12.260;3.845;0;420;2.198;53;0;406;2.451;95;0
2020;13. Puente de Vallecas;134. Palomeras Sureste;2.654;12.132;3.100;0;2.559;12.591;4.534;0;392;1.922;53;0;367;2.184;106;0
2020;13. Puente de Vallecas;135. Portazgo;1.735;7.264;2.296;0;1.576;7.676;3.721;0;295;1.597;47;0;293;1.772;78;0
2020;13. Puente de Vallecas;136. Numancia;2.560;11.606;3.390;0;2.379;12.368;5.124;0;688;3.949;107;0;643;4.314;170;0
2020;14. Moratalaz;14. Moratalaz;;;;;;;;;;;;;;;;
2020;14. Moratalaz;14. Moratalaz;5.147;24.657;9.530;0;4.995;26.732;14.704;0;531;3.190;154;0;561;4.148;259;0
2020;14. Moratalaz;141. Pavones;509;2.388;869;0;535;2.553;1.345;0;32;361;26;0;48;439;32;0
2020;14. Moratalaz;142. Horcajo;586;2.091;234;0;527;2.367;285;0;18;94;7;0;16;97;12;0
2020;14. Moratalaz;143. Marroquina;1.373;7.493;3.038;0;1.249;8.116;4.302;0;93;613;36;0;93;792;61;0
2020;14. Moratalaz;144. Media Legua;893;4.602;1.929;0;930;4.920;2.930;0;105;618;19;0;107;779;39;0
2020;14. Moratalaz;145. Fontarrón;947;4.160;1.622;0;914;4.380;2.722;0;162;855;33;0;166;1.121;57;0
2020;14. Moratalaz;146. Vinateros;839;3.923;1.838;0;840;4.396;3.120;0;121;649;33;0;131;920;58;0
2020;15. Ciudad Lineal;15. Ciudad Lineal;;;;;;;;;;;;;;;;
2020;15. Ciudad Lineal;15. Ciudad Lineal;12.321;53.694;18.422;0;11.744;59.670;29.744;0;1.795;11.671;465;0;1.727;14.263;750;0
2020;15. Ciudad Lineal;151. Ventas;2.335;11.520;4.154;0;2.318;12.869;6.979;0;440;3.077;93;0;433;3.719;162;0
2020;15. Ciudad Lineal;152. Pueblo Nuevo;3.384;15.187;5.232;0;3.136;16.496;7.948;0;643;4.242;141;0;586;4.909;205;0
2020;15. Ciudad Lineal;153. Quintana;1.201;5.796;1.861;0;1.124;6.665;3.440;0;237;1.729;58;0;260;2.147;104;0
2020;15. Ciudad Lineal;154. Concepción;1.153;5.136;1.688;0;1.078;5.784;3.138;0;165;1.060;43;0;164;1.350;96;0
2020;15. Ciudad Lineal;155. San Pascual;1.094;4.594;1.813;0;1.004;5.297;2.861;0;97;530;26;0;88;684;42;0
2020;15. Ciudad Lineal;156. San Juan Bautista;874;3.333;1.049;0;867;3.590;1.581;0;108;422;23;0;95;508;36;0
2020;15. Ciudad Lineal;157. Colina;446;1.579;544;0;479;1.847;846;0;36;238;21;0;33;290;28;0
2020;15. Ciudad Lineal;158. Atalaya;115;357;124;0;129;460;223;0;12;41;5;0;6;89;7;0
2020;15. Ciudad Lineal;159. Costillares;1.719;6.192;1.957;0;1.609;6.662;2.728;0;57;332;55;0;62;567;70;0
2020;16. Hortaleza;16. Hortaleza;;;;;;;;;;;;;;;;
2020;16. Hortaleza;16. Hortaleza;15.505;51.228;14.131;0;14.780;53.588;19.941;0;1.653;6.414;375;0;1.541;8.521;589;0
2020;16. Hortaleza;161. Palomas;682;1.883;451;0;590;1.998;513;0;76;212;14;0;67;282;22;0
2020;16. Hortaleza;162. Piovera;1.163;4.054;912;0;1.119;4.454;1.022;0;249;715;62;0;212;879;70;0
2020;16. Hortaleza;163. Canillas;2.291;10.685;4.339;0;2.135;11.309;6.153;0;281;1.268;55;0;259;1.689;114;0
2020;16. Hortaleza;164. Pinar del Rey;3.008;13.349;5.440;0;2.793;14.280;8.177;0;398;1.983;98;0;391;2.613;160;0
2020;16. Hortaleza;165. Apóstol Santiago;864;4.593;1.225;0;892;4.533;1.908;0;97;485;26;0;104;647;44;0
2020;16. Hortaleza;166. Valdefuentes;7.497;16.664;1.764;0;7.251;17.014;2.168;0;552;1.751;120;0;508;2.411;179;0
2020;17. Villaverde;17. Villaverde;;;;;;;;;;;;;;;;
2020;17. Villaverde;17. Villaverde;10.451;36.350;10.123;0;9.796;38.262;14.935;0;2.246;11.539;306;0;2.203;12.121;546;0
2020;17. Villaverde;171. Villaverde Alto, Casco Histórico de Villaverde;2.998;11.186;2.945;0;2.866;11.740;4.494;0;703;3.573;83;0;715;3.752;148;0
2020;17. Villaverde;172. San Cristóbal;1.183;3.300;693;0;1.078;3.420;1.211;0;434;2.172;50;0;383;2.023;103;0
2020;17. Villaverde;173. Butarque;2.207;5.059;645;0;2.036;5.408;887;0;226;932;41;0;221;1.128;80;0
2020;17. Villaverde;174. Los Rosales;2.468;9.503;2.570;0;2.323;10.006;3.503;0;543;2.912;75;0;505;3.068;109;0
2020;17. Villaverde;175. Ángeles;1.595;7.302;3.270;0;1.493;7.688;4.840;0;340;1.950;57;0;379;2.150;106;0
2020;18. Villa de Vallecas;18. Villa de Vallecas;;;;;;;;;;;;;;;;
2020;18. Villa de Vallecas;18. Villa de Vallecas;9.981;31.651;5.612;0;9.161;32.823;7.665;0;1.135;5.125;171;0;1.038;5.739;335;0
2020;18. Villa de Vallecas;181. Casco Histórico de Vallecas;2.990;10.510;2.679;0;2.836;10.934;3.765;0;618;2.543;77;0;525;2.668;135;0
2020;18. Villa de Vallecas;182. Santa Eugenia;1.286;7.029;2.180;0;1.131;7.302;2.890;0;211;957;29;0;219;1.021;73;0
2020;18. Villa de Vallecas;183. Ensanche de Vallecas;5.705;14.112;753;0;5.194;14.587;1.010;0;306;1.625;65;0;294;2.050;127;0
2020;19. Vicálvaro;19. Vicálvaro;;;;;;;;;;;;;;;;
2020;19. Vicálvaro;19. Vicálvaro;6.149;20.191;4.293;0;5.961;20.942;5.849;0;699;3.416;100;0;667;3.677;182;0
2020;19. Vicálvaro;191. Casco Histórico de Vicálvaro;2.116;8.255;3.008;0;2.017;8.294;4.243;0;571;2.767;64;0;535;2.828;118;0
2020;19. Vicálvaro;192. Valdebernardo;1.223;5.870;818;0;1.174;6.424;1.049;0;73;383;21;0;77;485;41;0
2020;19. Vicálvaro;193. Valderribas;2.618;5.556;439;0;2.600;5.742;538;0;49;218;14;0;45;301;22;0
2020;19. Vicálvaro;194. El Cañaveral;192;510;28;0;170;482;19;0;6;48;1;0;10;63;1;0
2020;20. San Blas-Canillejas;20. San Blas-Canillejas;;;;;;;;;;;;;;;;
2020;20. San Blas-Canillejas;20. San Blas-Canillejas;11.138;43.984;10.666;0;10.684;45.856;16.405;0;1.376;7.329;249;0;1.370;8.641;467;0
2020;20. San Blas-Canillejas;201. Simancas;1.899;7.379;1.575;0;1.886;7.761;2.713;0;303;1.930;56;0;273;2.042;101;0
2020;20. San Blas-Canillejas;202. Hellín;494;2.440;746;0;473;2.479;1.378;0;77;409;15;0;85;532;29;0
2020;20. San Blas-Canillejas;203. Amposta;576;2.218;554;0;508;2.271;1.070;0;102;508;10;0;115;616;27;0
2020;20. San Blas-Canillejas;204. Arcos;1.716;6.995;1.526;0;1.730;7.146;2.742;0;178;884;28;0;151;1.042;73;0
2020;20. San Blas-Canillejas;205. Rosas;2.725;9.890;1.863;0;2.600;10.535;2.334;0;114;587;33;0;154;796;45;0
2020;20. San Blas-Canillejas;206. Rejas;1.562;4.510;726;0;1.428;4.527;1.044;0;202;1.104;38;0;196;1.289;67;0
2020;20. San Blas-Canillejas;207. Canillejas;1.543;7.196;2.686;0;1.464;7.568;3.805;0;339;1.584;56;0;336;1.912;95;0
2020;20. San Blas-Canillejas;208. El Salvador;623;3.356;990;0;595;3.569;1.319;0;61;323;13;0;60;412;30;0
2020;21. Barajas;21. Barajas;;;;;;;;;;;;;;;;
2020;21. Barajas;21. Barajas;4.356;13.595;3.664;0;3.998;13.984;4.768;0;324;1.622;92;0;298;2.095;176;0
2020;21. Barajas;211. Alameda de Osuna;1.699;5.037;2.175;0;1.431;5.347;2.733;0;63;387;30;0;63;494;67;0
2020;21. Barajas;212. Aeropuerto;121;531;110;0;113;438;161;0;38;149;3;0;20;162;5;0
2020;21. Barajas;213. Casco Histórico de Barajas;370;2.077;572;0;374;2.012;772;0;88;526;15;0;78;655;26;0
2020;21. Barajas;214. Timón;1.201;3.694;498;0;1.193;3.900;672;0;101;392;30;0;104;540;63;0
2020;21. Barajas;215. Corralejos;965;2.256;309;0;887;2.287;430;0;34;168;14;0;33;244;15;0
2018;01. Centro;01. Centro;;;;;;;;;;;;;;;;
2018;01. Centro;01. Centro;4.393;40.396;8.082;0;4.256;36.540;12.720;0;1.177;16.551;527;0;1.092;14.060;677;0
2018;01. Centro;011. Palacio;769;6.993;1.676;0;778;6.454;2.550;0;137;1.954;98;0;141;1.940;102;0
2018;01. Centro;012. Embajadores;1.492;12.897;2.297;0;1.458;11.920;3.781;0;521;7.137;153;0;442;4.743;206;0
2018;01. Centro;013. Cortes;331;3.030;717;0;290;2.803;976;0;67;1.170;50;0;84;1.188;65;0
2018;01. Centro;014. Justicia;571;5.481;1.023;0;583;4.669;1.652;0;130;1.891;65;0;135;1.734;87;0
2018;01. Centro;015. Universidad;1.039;9.874;1.869;0;962;8.997;3.064;0;275;3.404;120;0;227;3.425;162;0
2018;01. Centro;016. Sol;191;2.121;500;0;185;1.697;697;0;47;995;41;0;63;1.030;55;0
2018;02. Arganzuela;02. Arganzuela;;;;;;;;;;;;;;;;
2018;02. Arganzuela;02. Arganzuela;8.979;44.258;11.624;0;8.706;47.603;18.122;0;732;6.741;265;0;687;7.542;400;0
2018;02. Arganzuela;021. Imperial;1.254;6.599;1.960;0;1.253;7.102;2.979;0;60;680;40;0;70;862;49;0
2018;02. Arganzuela;022. Acacias;1.860;10.344;3.497;0;1.766;11.682;5.023;0;127;1.163;54;0;97;1.245;64;0
2018;02. Arganzuela;023. Chopera;961;5.318;1.594;0;938;5.739;2.852;0;140;1.153;33;0;135;1.348;76;0
2018;02. Arganzuela;024. Legazpi;1.866;6.340;790;0;1.744;6.657;986;0;72;575;28;0;72;643;37;0
2018;02. Arganzuela;025. Delicias;1.795;8.011;1.829;0;1.788;8.571;2.857;0;168;1.367;46;0;157;1.565;79;0
2018;02. Arganzuela;026. Palos de Moguer;1.114;7.255;1.901;0;1.111;7.453;3.355;0;165;1.777;63;0;152;1.848;94;0
2018;02. Arganzuela;027. Atocha;129;391;53;0;106;399;70;0;0;26;1;0;4;31;1;0
2018;03. Retiro;03. Retiro;;;;;;;;;;;;;;;;
2018;03. Retiro;03. Retiro;7.056;31.338;11.857;0;6.875;34.343;18.739;0;523;3.481;262;0;474;5.089;369;0
2018;03. Retiro;031. Pacífico;1.575;9.020;3.144;0;1.652;9.977;5.198;0;161;1.143;65;0;109;1.628;95;0
2018;03. Retiro;032. Adelfas;1.211;5.258;1.584;0;1.156;5.747;2.432;0;72;505;25;0;80;669;46;0
2018;03. Retiro;033. Estrella;1.488;5.890;2.943;0;1.437;6.293;4.211;0;60;356;28;0;46;550;52;0
2018;03. Retiro;034. Ibiza;1.263;5.379;1.869;0;1.189;6.128;3.391;0;130;982;76;0;145;1.350;91;0
2018;03. Retiro;035. Los Jerónimos;398;1.857;708;0;361;1.862;1.061;0;38;260;32;0;39;392;38;0
2018;03. Retiro;036. Niño Jesús;1.121;3.934;1.609;0;1.080;4.336;2.446;0;62;235;36;0;55;500;47;0
2018;04. Salamanca;04. Salamanca;;;;;;;;;;;;;;;;
2018;04. Salamanca;04. Salamanca;7.493;36.298;12.450;0;7.372;41.426;21.441;0;854;7.585;540;0;788;10.887;720;0
2018;04. Salamanca;041. Recoletos;805;3.739;1.398;0;752;4.199;2.070;0;137;939;114;0;143;1.417;133;0
2018;04. Salamanca;042. Goya;1.457;7.220;2.469;0;1.387;8.519;4.358;0;206;1.545;115;0;162;2.333;174;0
2018;04. Salamanca;043. Fuente del Berro;1.014;5.299;1.840;0;1.066;6.097;3.174;0;130;941;61;0;105;1.435;87;0
2018;04. Salamanca;044. Guindalera;2.327;11.020;3.581;0;2.164;12.020;6.311;0;168;1.964;86;0;176;2.349;140;0
2018;04. Salamanca;045. Lista;1.023;5.070;1.731;0;1.077;5.964;3.144;0;110;1.105;72;0;100;1.737;78;0
2018;04. Salamanca;046. Castellana;867;3.950;1.431;0;926;4.627;2.384;0;103;1.091;92;0;102;1.616;108;0
2018;05. Chamartín;05. Chamartín;;;;;;;;;;;;;;;;
2018;05. Chamartín;05. Chamartín;9.611;38.241;12.635;0;9.358;42.115;20.717;0;651;4.857;428;0;662;7.612;663;0
2018;05. Chamartín;051. El Viso;1.154;4.533;1.413;0;1.140;4.957;2.226;0;79;605;59;0;76;1.099;92;0
2018;05. Chamartín;052. Prosperidad;1.882;9.521;3.411;0;1.887;10.575;5.662;0;172;1.435;88;0;163;1.994;150;0
2018;05. Chamartín;053. Ciudad Jardín;1.098;4.807;1.524;0;1.015;5.407;2.711;0;96;845;45;0;123;1.142;80;0
2018;05. Chamartín;054. Hispanoamérica;2.241;8.295;2.864;0;2.262;9.083;4.786;0;126;769;93;0;111;1.274;138;0
2018;05. Chamartín;055. Nueva España;2.095;6.426;1.961;0;1.958;7.165;3.014;0;112;658;95;0;121;1.277;133;0
2018;05. Chamartín;056. Castilla;1.141;4.659;1.462;0;1.096;4.928;2.318;0;66;545;48;0;68;826;70;0
2018;06. Tetuán;06. Tetuán;;;;;;;;;;;;;;;;
2018;06. Tetuán;06. Tetuán;7.818;40.459;10.968;0;7.473;43.744;18.505;0;1.681;11.990;442;0;1.618;15.807;808;0
2018;06. Tetuán;061. Bellas Vistas;1.435;7.038;1.925;0;1.355;7.720;3.224;0;402;2.752;94;0;359;3.429;162;0
2018;06. Tetuán;062. Cuatro Caminos;1.673;8.989;2.822;0;1.563;9.886;4.823;0;233;2.016;99;0;226;2.698;164;0
2018;06. Tetuán;063. Castillejos;882;5.311;1.792;0;816;5.772;2.946;0;141;1.197;68;0;149;1.647;114;0
2018;06. Tetuán;064. Almenara;1.204;6.185;1.586;0;1.178;6.493;2.702;0;198;1.329;49;0;182;1.784;113;0
2018;06. Tetuán;065. Valdeacederas;1.351;6.787;1.400;0;1.340;7.123;2.214;0;370;2.375;63;0;345;3.050;127;0
2018;06. Tetuán;066. Berruguete;1.273;6.149;1.443;0;1.221;6.750;2.596;0;337;2.321;69;0;357;3.199;128;0
2018;07. Chamberí;07. Chamberí;;;;;;;;;;;;;;;;
2018;07. Chamberí;07. Chamberí;6.921;36.205;11.701;0;6.791;40.890;21.283;0;695;6.270;344;0;635;8.604;527;0
2018;07. Chamberí;071. Gaztambide;1.022;5.958;2.079;0;997;6.700;3.667;0;94;1.032;50;0;106;1.537;87;0
2018;07. Chamberí;072. Arapiles;1.202;6.438;2.014;0;1.132;7.177;3.728;0;132;1.181;58;0;98;1.457;87;0
2018;07. Chamberí;073. Trafalgar;1.166;6.554;1.842;0;1.117;7.484;3.276;0;138;1.387;74;0;122;1.760;103;0
2018;07. Chamberí;074. Almagro;1.017;4.967;1.629;0;1.026;5.522;2.903;0;123;973;86;0;98;1.379;115;0
2018;07. Chamberí;075. Ríos Rosas;1.423;7.109;2.198;0;1.438;8.105;4.078;0;149;1.199;54;0;139;1.591;86;0
2018;07. Chamberí;076. Vallehermoso;1.091;5.179;1.939;0;1.081;5.902;3.631;0;59;498;22;0;72;880;49;0
2018;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;;;;;;;;;;;;;;;;
2018;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;21.353;65.231;21.108;0;20.235;69.362;29.800;0;1.597;7.856;495;0;1.516;10.659;761;0
2018;08. Fuencarral-El Pardo;081. El Pardo;204;1.135;326;0;192;924;546;0;7;50;2;0;13;68;5;0
2018;08. Fuencarral-El Pardo;082. Fuentelarreina;276;791;358;0;263;884;485;0;13;52;10;0;10;150;16;0
2018;08. Fuencarral-El Pardo;083. Peñagrande;2.818;11.634;4.870;0;2.655;12.590;6.629;0;221;1.271;85;0;211;1.809;145;0
2018;08. Fuencarral-El Pardo;084. Pilar;2.297;11.338;5.192;0;2.089;12.100;8.064;0;336;2.107;109;0;354;2.678;191;0
2018;08. Fuencarral-El Pardo;085. La Paz;1.817;8.241;4.887;0;1.754;9.016;6.081;0;121;620;68;0;101;857;81;0
2018;08. Fuencarral-El Pardo;086. Valverde;7.216;17.071;2.796;0;6.843;18.170;4.392;0;689;2.861;139;0;609;3.673;209;0
2018;08. Fuencarral-El Pardo;087. Mirasierra;3.662;9.708;2.171;0;3.547;10.454;2.717;0;112;512;57;0;126;907;73;0
2018;08. Fuencarral-El Pardo;088. El Goloso;3.063;5.313;508;0;2.892;5.224;886;0;98;383;25;0;92;517;41;0
2018;09. Moncloa-Aravaca;09. Moncloa-Aravaca;;;;;;;;;;;;;;;;
2018;09. Moncloa-Aravaca;09. Moncloa-Aravaca;8.202;31.771;10.163;0;7.832;34.290;15.714;0;698;4.876;265;0;691;6.779;401;0
2018;09. Moncloa-Aravaca;091. Casa de Campo;616;3.695;1.162;0;611;3.786;2.051;0;41;561;39;0;46;555;38;0
2018;09. Moncloa-Aravaca;092. Argüelles;1.119;6.307;2.163;0;1.084;6.697;3.700;0;126;1.291;68;0;115;1.652;101;0
2018;09. Moncloa-Aravaca;093. Ciudad Universitaria;954;4.255;1.602;0;983;4.490;2.458;0;54;589;29;0;42;881;57;0
2018;09. Moncloa-Aravaca;094. Valdezarza;1.774;7.596;2.895;0;1.623;8.351;4.502;0;226;1.376;51;0;213;1.717;81;0
2018;09. Moncloa-Aravaca;095. Valdemarín;898;1.780;310;0;854;2.013;434;0;43;156;10;0;51;384;24;0
2018;09. Moncloa-Aravaca;096. El Plantío;254;704;232;0;249;805;289;0;10;77;13;0;10;138;18;0
2018;09. Moncloa-Aravaca;097. Aravaca;2.587;7.434;1.799;0;2.428;8.148;2.280;0;198;826;55;0;214;1.452;82;0
2018;10. Latina;10. Latina;;;;;;;;;;;;;;;;
2018;10. Latina;10. Latina;12.599;57.789;22.982;0;11.918;60.965;34.550;0;2.659;15.705;544;0;2.540;18.992;891;0
2018;10. Latina;101. Los Cármenes;1.058;4.797;1.146;0;1.083;5.005;1.774;0;186;1.167;36;0;167;1.276;41;0
2018;10. Latina;102. Puerta del Ángel;2.057;10.296;3.152;0;1.885;10.961;5.251;0;469;3.453;102;0;423;4.144;169;0
2018;10. Latina;103. Lucero;1.958;8.981;3.059;0;1.790;9.369;4.811;0;423;2.576;94;0;423;3.154;145;0
2018;10. Latina;104. Aluche;3.060;14.599;7.866;0;2.921;15.622;11.520;0;845;4.406;146;0;805;5.362;263;0
2018;10. Latina;105. Campamento;1.027;4.468;1.870;0;1.020;4.664;2.637;0;271;1.531;48;0;248;1.978;84;0
2018;10. Latina;106. Cuatro Vientos;671;1.901;169;0;629;1.906;177;0;23;179;15;0;25;171;15;0
2018;10. Latina;107. Águilas;2.768;12.747;5.720;0;2.590;13.438;8.380;0;442;2.393;103;0;449;2.907;174;0
2018;11. Carabanchel;11. Carabanchel;;;;;;;;;;;;;;;;
