AÑO;DISTRITO;BARRIO;Andalucía Hombre;Andalucía Mujer;Aragón Hombre;Aragón Mujer;Principado de Asturias Hombre;Principado de Asturias Mujer;Islas Baleares Hombre;Islas Baleares Mujer;Canarias Hombre;Canarias Mujer;Cantabria Hombre;Cantabria Mujer;Castilla y León Hombre;Castilla y León Mujer;Castilla-La Mancha Hombre;Castilla-La Mancha Mujer;Cataluña Hombre;Cataluña Mujer;Extremadura Hombre;Extremadura Mujer;Galicia Hombre;Galicia Mujer;Comunidad de Madrid Hombre;Comunidad de Madrid Mujer;Región de Murcia Hombre;Región de Murcia Mujer;Comunidad Foral de Navarra Hombre;Comunidad Foral de Navarra Mujer;Comunitat Valenciana Hombre;Comunitat Valenciana Mujer;País Vasco Hombre;País Vasco Mujer;La Rioja Hombre;La Rioja Mujer;Ciudad Autónoma de Ceuta Hombre;Ciudad Autónoma de Ceuta Mujer;Ciudad Autónoma de Melilla Hombre;Ciudad Autónoma de Melilla Mujer;Otro país Hombre;Otro país Mujer;No consta Hombre;No consta Mujer
2017;14. Moratalaz;141. Pavones;162;221;16;11;17;24;2;3;8;5;11;18;228;360;232;348;22;27;146;168;38;45;2.587;2.769;17;19;4;11;20;37;23;32;7;5;1;5;5;6;237;334;0;1
2017;14. Moratalaz;142. Horcajo;87;97;12;10;8;13;3;3;5;6;5;9;160;195;136;150;21;29;55;60;30;25;2.227;2.337;3;6;2;4;21;15;24;20;2;1;3;1;2;1;122;202;0;0
2017;14. Moratalaz;143. Marroquina;514;661;62;83;71;116;11;8;17;21;36;59;1.017;1.388;847;1.079;98;103;289;422;145;176;8.033;8.394;55;67;25;34;103;113;67;99;23;32;12;11;14;20;593;889;0;0
2017;14. Moratalaz;144. Media Legua;291;393;52;81;31;53;6;6;20;14;14;23;628;960;567;800;48;54;232;330;92;108;4.780;5.036;31;35;12;26;57;77;50;59;19;26;7;8;7;10;509;735;2;0
2017;14. Moratalaz;145. Fontarrón;299;384;25;31;26;51;9;1;10;17;23;24;464;626;439;657;41;64;207;308;65;83;4.207;4.555;28;28;2;5;43;68;33;41;10;11;7;4;5;6;816;1.072;2;0
2017;14. Moratalaz;146. Vinateros;289;482;27;53;38;50;10;4;9;13;33;32;533;868;519;778;58;50;215;362;89;123;4.125;4.490;25;28;14;15;43;66;48;59;6;11;8;3;3;7;590;909;0;0
2017;15. Ciudad Lineal;15. Ciudad Lineal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;15. Ciudad Lineal;15. Ciudad Lineal;3.676;4.809;632;791;721;918;121;123;236;278;491;604;6.888;10.177;4.811;6.967;797;892;1.774;2.843;1.434;1.884;50.417;53.885;519;554;187;287;749;908;835;1.080;162;243;53;91;71;112;9.931;14.218;5;2
2017;15. Ciudad Lineal;151. Ventas;698;984;116;135;121;184;22;16;36;44;67;101;1.641;2.489;1.240;1.813;116;126;425;727;240;330;10.346;11.028;64;82;41;56;133;135;122;140;26;49;6;18;11;29;2.586;3.840;0;0
2017;15. Ciudad Lineal;152. Pueblo Nuevo;932;1.231;92;113;126;181;28;22;42;47;85;103;2.099;2.907;1.622;2.211;148;131;631;951;274;380;13.653;14.043;94;109;26;31;127;166;137;151;28;26;10;20;14;13;3.678;4.913;1;1
2017;15. Ciudad Lineal;153. Quintana;394;529;59;78;76;89;9;11;28;25;44;67;707;1.140;485;817;74;92;175;302;151;193;5.087;5.655;57;54;17;20;79;106;66;88;15;32;6;7;5;12;1.328;1.948;0;1
2017;15. Ciudad Lineal;154. Concepción;367;539;57;85;97;109;13;12;30;38;60;70;590;1.017;491;727;70;110;157;270;148;207;4.808;5.200;56;48;15;25;89;114;70;143;21;31;4;18;13;26;838;1.250;0;0
2017;15. Ciudad Lineal;155. San Pascual;357;447;57;81;72;73;7;17;18;27;52;66;663;981;376;592;78;110;145;211;112;161;4.782;5.361;52;57;22;36;70;93;81;112;26;41;7;8;6;9;491;707;1;0
2017;15. Ciudad Lineal;156. San Juan Bautista;239;265;57;67;59;96;12;11;23;24;56;61;371;543;205;295;87;90;72;123;91;111;3.416;3.666;36;34;25;41;71;79;95;122;14;19;6;5;6;5;315;435;0;0
2017;15. Ciudad Lineal;157. Colina;138;151;32;39;31;39;2;1;9;18;19;13;198;283;94;122;49;42;28;75;51;67;1.580;1.822;27;30;10;19;38;42;58;61;2;7;2;1;2;2;187;294;1;0
2017;15. Ciudad Lineal;158. Atalaya;35;45;7;15;5;9;3;2;3;3;6;7;33;48;22;39;14;17;11;13;7;14;384;472;5;6;3;9;7;9;10;32;1;4;0;0;1;2;40;73;0;0
2017;15. Ciudad Lineal;159. Costillares;516;618;155;178;134;138;25;31;47;52;102;116;586;769;276;351;161;174;130;171;360;421;6.361;6.638;128;134;28;50;135;164;196;231;29;34;12;14;13;14;468;758;2;0
2017;16. Hortaleza;16. Hortaleza;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;16. Hortaleza;16. Hortaleza;3.592;4.230;631;718;650;768;114;85;270;275;405;453;5.831;7.411;3.563;4.606;904;871;1.602;2.341;1.409;1.606;52.578;53.354;490;475;213;251;818;789;951;1.036;140;197;53;62;73;78;5.455;7.454;1;2
2017;16. Hortaleza;161. Palomas;132;157;45;49;40;38;5;7;9;17;28;25;150;169;76;90;61;70;35;28;69;66;2.101;1.996;16;18;8;12;38;45;58;66;11;10;1;3;4;4;149;231;0;0
2017;16. Hortaleza;162. Piovera;248;291;72;81;62;73;17;11;20;30;34;45;375;377;190;231;121;106;68;80;107;117;4.001;4.135;35;45;29;42;96;91;152;143;22;26;6;7;11;13;425;651;0;0
2017;16. Hortaleza;163. Canillas;738;914;123;147;130;170;13;11;46;49;57;91;1.669;2.185;1.107;1.449;133;140;379;674;256;327;11.247;11.665;74;94;51;48;167;140;135;182;26;49;7;17;12;13;1.034;1.407;0;1
2017;16. Hortaleza;164. Pinar del Rey;1.040;1.367;129;158;134;201;25;13;54;65;99;105;1.911;2.624;1.226;1.717;173;184;632;937;302;387;13.848;14.446;86;108;38;53;185;162;188;193;28;45;19;23;22;27;1.752;2.493;1;1
2017;16. Hortaleza;165. Apóstol Santiago;412;406;46;56;55;55;12;13;32;17;34;41;361;503;289;365;57;60;153;233;202;189;4.279;4.541;118;58;10;23;68;69;45;55;10;16;7;5;11;8;515;646;0;0
2017;16. Hortaleza;166. Valdefuentes;1.022;1.095;216;227;229;231;42;30;109;97;153;146;1.365;1.553;675;754;359;311;335;389;473;520;17.102;16.571;161;152;77;73;264;282;373;397;43;51;13;7;13;13;1.580;2.026;0;0
2017;17. Villaverde;17. Villaverde;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;17. Villaverde;17. Villaverde;2.162;2.792;122;169;205;244;37;34;66;55;71;134;2.813;3.701;4.838;6.178;254;258;2.499;3.370;486;596;34.465;34.330;145;164;48;50;248;289;207;215;36;41;34;35;38;46;7.908;9.891;1;1
2017;17. Villaverde;171. Villaverde Alto, Casco Histórico de Villaverde;624;784;28;41;59;66;13;7;20;20;22;45;685;898;1.708;2.239;77;69;783;1.163;128;149;10.469;10.504;41;37;13;15;59;77;72;68;10;16;12;10;5;11;2.303;2.853;1;0
2017;17. Villaverde;172. San Cristóbal;140;172;7;10;13;14;4;2;8;4;5;10;188;276;244;361;19;22;131;186;25;42;2.722;2.687;18;26;2;1;23;36;12;16;3;4;2;2;4;2;1.538;1.834;0;0
2017;17. Villaverde;173. Butarque;241;270;19;28;35;36;4;9;15;8;5;14;319;390;396;475;35;32;237;286;55;68;5.556;5.393;16;23;6;3;30;31;29;30;5;4;3;2;3;2;752;968;0;0
2017;17. Villaverde;174. Los Rosales;554;717;31;32;58;64;7;6;9;18;23;29;823;1.014;1.311;1.568;56;71;709;863;146;161;8.736;8.602;31;37;11;14;66;67;55;60;6;9;8;12;14;19;1.926;2.413;0;0
2017;17. Villaverde;175. Ángeles;603;849;37;58;40;64;9;10;14;5;16;36;798;1.123;1.179;1.535;67;64;639;872;132;176;6.982;7.144;39;41;16;17;70;78;39;41;12;8;9;9;12;12;1.389;1.823;0;1
2017;18. Villa de Vallecas;18. Villa de Vallecas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;18. Villa de Vallecas;18. Villa de Vallecas;1.713;1.988;153;174;235;247;42;42;92;94;98;103;1.866;2.483;2.356;2.992;280;311;1.228;1.627;370;440;33.997;33.176;107;132;30;49;281;313;227;252;42;36;27;23;24;30;3.414;4.430;0;0
2017;18. Villa de Vallecas;181. Casco Histórico de Vallecas;656;790;34;43;56;47;12;19;30;27;25;30;625;826;1.087;1.371;75;83;611;847;76;115;11.197;11.256;26;27;4;11;64;86;45;43;11;8;10;6;6;9;1.531;1.934;0;0
2017;18. Villa de Vallecas;182. Santa Eugenia;415;573;54;54;52;66;6;5;11;13;25;32;585;814;673;881;68;73;325;456;105;132;7.524;7.359;31;52;8;13;68;63;35;66;4;9;4;7;12;11;541;678;0;0
2017;18. Villa de Vallecas;183. Ensanche de Vallecas;642;625;65;77;127;134;24;18;51;54;48;41;656;843;596;740;137;155;292;324;189;193;15.276;14.561;50;53;18;25;149;164;147;143;27;19;13;10;6;10;1.342;1.818;0;0
2017;19. Vicálvaro;19. Vicálvaro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;19. Vicálvaro;19. Vicálvaro;1.154;1.304;84;93;137;166;25;20;48;41;55;64;1.754;2.211;2.005;2.491;147;184;965;1.262;240;339;21.246;20.925;96;93;40;37;128;160;166;156;28;20;8;21;16;25;2.143;2.740;0;0
2017;19. Vicálvaro;191. Casco Histórico de Vicálvaro;650;794;32;33;57;66;8;10;24;19;15;23;818;1.113;1.244;1.592;51;60;635;849;110;176;8.175;7.725;35;40;14;20;51;65;52;49;7;13;1;10;5;8;1.398;1.705;0;0
2017;19. Vicálvaro;192. Valdebernardo;277;277;32;32;34;47;7;4;13;13;29;25;541;695;436;526;49;63;189;235;58;78;5.705;5.882;27;21;17;11;41;39;48;49;14;2;5;5;7;10;430;657;0;0
2017;19. Vicálvaro;193. Valderribas;214;224;17;28;45;50;8;6;9;9;11;16;379;385;305;357;47;58;129;171;62;78;7.019;6.991;33;31;7;6;35;55;63;57;7;5;2;6;4;7;292;360;0;0
2017;19. Vicálvaro;194. El Cañaveral;13;9;3;0;1;3;2;0;2;0;0;0;16;18;20;16;0;3;12;7;10;7;347;327;1;1;2;0;1;1;3;1;0;0;0;0;0;0;23;18;0;0
2017;20. San Blas-Canillejas;20. San Blas-Canillejas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;20. San Blas-Canillejas;20. San Blas-Canillejas;2.694;3.453;346;367;389;463;67;58;144;138;202;233;3.994;5.414;3.438;4.713;475;471;1.542;2.258;666;819;44.913;45.420;215;301;99;118;451;485;407;458;89;118;40;44;45;57;5.670;7.557;1;2
2017;20. San Blas-Canillejas;201. Simancas;460;554;78;66;76;82;13;17;20;23;45;51;586;806;510;726;78;83;223;312;108;137;7.026;7.402;33;48;16;18;94;90;80;82;12;14;10;4;7;8;1.314;1.773;0;0
2017;20. San Blas-Canillejas;202. Hellín;142;227;11;16;13;11;1;3;4;6;8;7;182;309;200;363;11;17;86;162;24;37;2.562;2.621;5;18;4;5;17;25;10;14;2;5;1;3;3;4;382;492;0;0
2017;20. San Blas-Canillejas;203. Amposta;122;203;7;12;9;14;2;1;8;0;4;4;111;223;159;245;12;14;87;134;24;31;2.302;2.265;14;17;5;2;12;17;8;12;3;2;1;3;0;1;436;638;0;0
2017;20. San Blas-Canillejas;204. Arcos;376;600;28;22;33;56;5;5;17;12;26;19;441;665;459;682;51;52;287;447;68;70;7.415;7.642;26;45;8;13;55;62;47;41;11;8;4;7;5;5;885;1.156;0;0
2017;20. San Blas-Canillejas;205. Rosas;486;609;80;101;78;92;8;11;23;29;33;43;1.011;1.212;747;906;103;119;275;386;137;165;10.683;10.698;36;59;18;29;90;100;91;107;21;26;9;5;6;7;597;802;0;1
2017;20. San Blas-Canillejas;206. Rejas;329;347;51;37;63;76;15;8;30;26;33;31;344;423;286;347;87;64;101;128;116;139;4.488;4.288;31;32;10;11;63;60;56;70;14;9;5;7;4;5;680;847;0;0
2017;20. San Blas-Canillejas;207. Canillejas;589;689;47;58;68;84;16;9;23;26;28;48;952;1.299;831;1.119;73;65;412;571;127;154;7.028;7.029;49;53;24;18;72;75;57;61;13;27;7;10;14;20;1.101;1.492;1;1
2017;20. San Blas-Canillejas;208. El Salvador;190;224;44;55;49;48;7;4;19;16;25;30;367;477;246;325;60;57;71;118;62;86;3.409;3.475;21;29;14;22;48;56;58;71;13;27;3;5;6;7;275;357;0;0
2017;21. Barajas;21. Barajas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;21. Barajas;21. Barajas;1.052;1.128;150;206;190;214;48;47;91;90;112;130;1.203;1.385;909;1.049;265;253;386;533;331;390;14.469;14.219;98;111;51;64;205;219;251;282;36;44;22;10;25;19;1.386;1.926;0;0
2017;21. Barajas;211. Alameda de Osuna;394;475;94;121;81;88;13;15;37;37;54;63;548;689;370;452;127;149;117;170;148;178;6.081;5.992;49;50;25;37;99;120;140;145;21;28;10;4;16;12;483;670;0;0
2017;21. Barajas;212. Aeropuerto;52;48;2;3;6;7;3;0;3;1;2;1;59;56;57;64;4;2;34;37;16;13;411;344;0;3;0;0;4;1;7;7;0;0;0;0;0;0;83;117;0;0
2017;21. Barajas;213. Casco Histórico de Barajas;200;190;14;16;25;29;8;7;12;12;22;12;174;138;186;218;36;23;104;147;47;47;1.782;1.755;8;11;2;3;15;24;14;18;4;1;2;0;3;0;326;433;0;0
2017;21. Barajas;214. Timón;269;254;21;26;45;41;10;14;21;18;18;28;270;311;186;211;48;36;96;127;66;91;3.681;3.711;20;25;13;12;37;29;48;44;2;7;6;5;3;5;332;472;0;0
2017;21. Barajas;215. Corralejos;137;161;19;40;33;49;14;11;18;22;16;26;152;191;110;104;50;43;35;52;54;61;2.514;2.417;21;22;11;12;50;45;42;68;9;8;4;1;3;2;162;234;0;0
2020;01. Centro;01. Centro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;01. Centro;01. Centro;3.561;3.079;598;635;965;1.014;99;99;308;254;453;444;3.986;4.979;2.715;3.098;1.019;848;1.161;1.423;1.601;1.779;24.868;25.109;500;398;274;304;1.160;1.053;1.173;1.097;201;237;53;43;42;51;6.522;6.831;5;2
2020;01. Centro;011. Palacio;559;517;84;119;158;171;16;22;56;41;79;79;715;856;458;588;177;150;195;251;245;300;5.000;5.060;73;60;45;54;186;184;181;194;35;40;12;3;5;6;919;1.000;1;0
2020;01. Centro;012. Embajadores;1.134;978;156;188;271;286;32;29;91;80;130;124;1.166;1.515;966;1.076;308;251;386;505;460;501;7.941;8.277;146;147;84;88;362;328;315;329;53;75;12;19;14;12;2.313;2.239;1;0
2020;01. Centro;013. Cortes;266;242;60;47;77;85;10;6;25;22;30;45;292;333;219;219;110;82;84;94;146;139;1.975;1.889;41;31;23;22;85;83;84;95;20;19;2;6;1;2;495;558;0;0
2020;01. Centro;014. Justicia;530;452;98;98;133;139;18;17;38;35;68;69;506;624;319;327;152;130;163;155;241;229;3.176;3.098;66;46;44;46;156;141;215;192;28;23;6;3;7;6;790;900;2;0
2020;01. Centro;015. Universidad;875;728;172;141;266;276;21;19;76;59;115;110;1.072;1.376;600;745;219;192;280;346;409;493;5.579;5.745;143;95;70;77;309;257;304;219;55;66;21;10;13;21;1.554;1.750;1;1
2020;01. Centro;016. Sol;197;162;28;42;60;57;2;6;22;17;31;17;235;275;153;143;53;43;53;72;100;117;1.197;1.040;31;19;8;17;62;60;74;68;10;14;0;2;2;4;451;384;0;1
2020;02. Arganzuela;02. Arganzuela;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;02. Arganzuela;02. Arganzuela;3.228;3.574;602;714;774;886;74;90;226;228;323;373;5.368;7.734;4.605;5.997;718;729;1.685;2.377;1.165;1.531;38.263;40.682;413;451;214;276;851;884;780;923;158;237;81;83;93;100;4.802;6.236;2;3
2020;02. Arganzuela;021. Imperial;469;567;94;103;116;125;11;14;41;56;43;56;906;1.295;624;816;129;105;283;353;187;238;6.015;6.379;60;72;27;45;119;138;112;145;28;53;33;32;34;33;497;704;2;1
2020;02. Arganzuela;022. Acacias;753;847;138;178;169;217;16;24;40;48;92;93;1.470;2.213;1.214;1.559;172;170;384;552;275;368;9.581;10.479;96;110;50;67;207;223;195;210;40;57;16;11;14;13;772;1.073;0;1
2020;02. Arganzuela;023. Chopera;381;446;67;85;66;87;12;11;30;21;31;47;600;962;612;851;56;81;213;326;138;206;4.383;4.829;48;55;24;36;87;101;78;102;16;15;7;11;20;20;946;1.221;0;0
2020;02. Arganzuela;024. Legazpi;418;434;90;94;117;125;4;11;32;27;40;51;640;796;461;542;103;93;178;229;173;187;5.866;5.752;60;52;39;31;116;97;126;129;18;34;6;8;3;11;483;585;0;0
2020;02. Arganzuela;025. Delicias;592;634;105;122;147;158;12;13;36;35;62;54;872;1.269;860;1.088;128;141;291;453;192;269;6.742;7.054;74;75;38;46;157;164;134;161;25;33;11;9;14;13;943;1.282;0;0
2020;02. Arganzuela;026. Palos de Moguer;599;629;105;128;154;171;19;16;46;41;55;71;848;1.154;807;1.114;125;133;323;448;198;258;5.265;5.794;71;86;35;51;165;158;133;174;31;43;8;12;7;10;1.139;1.334;0;1
2020;02. Arganzuela;027. Atocha;16;17;3;4;5;3;0;1;1;0;0;1;32;45;27;27;5;6;13;16;2;5;411;395;4;1;1;0;0;3;2;2;0;2;0;0;1;0;22;37;0;0
2020;03. Retiro;03. Retiro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;03. Retiro;03. Retiro;2.440;3.052;534;712;535;647;90;100;195;216;304;419;3.607;5.334;2.962;4.195;595;759;980;1.343;916;1.186;32.034;35.173;371;383;192;243;691;794;703;973;119;191;67;66;75;92;2.798;4.023;3;2
2020;03. Retiro;031. Pacífico;679;847;141;196;158;185;24;25;46;60;87;120;1.103;1.715;943;1.384;133;201;301;403;230;311;8.423;9.468;94;115;49;61;162;182;162;225;36;47;19;16;23;34;925;1.277;2;1
2020;03. Retiro;032. Adelfas;405;454;64;93;76;75;9;7;35;27;43;46;669;978;548;728;89;99;172;233;120;145;5.031;5.519;54;39;20;30;105;98;80;100;13;21;5;4;5;7;405;518;1;1
2020;03. Retiro;033. Estrella;454;577;99;146;87;118;19;17;34;35;54;75;734;987;560;751;107;129;208;264;175;226;7.038;7.430;86;69;50;57;144;184;131;204;29;55;12;9;10;12;370;599;0;0
2020;03. Retiro;034. Ibiza;430;565;99;126;101;143;15;19;29;29;57;81;493;834;451;726;123;157;156;247;180;256;5.386;6.095;57;79;33;44;109;155;154;215;14;29;7;14;7;12;577;892;0;0
2020;03. Retiro;035. Los Jerónimos;207;216;53;69;34;48;8;11;24;28;23;30;174;231;141;181;56;62;49;66;100;97;1.662;1.770;39;35;19;17;60;44;69;71;11;17;13;16;19;20;232;293;0;0
2020;03. Retiro;036. Niño Jesús;265;393;78;82;79;78;15;21;27;37;40;67;434;589;319;425;87;111;94;130;111;151;4.494;4.891;41;46;21;34;111;131;107;158;16;22;11;7;11;7;289;444;0;0
2020;04. Salamanca;04. Salamanca;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;04. Salamanca;04. Salamanca;3.265;4.252;640;929;872;1.257;121;125;240;300;511;758;3.962;6.007;2.783;4.049;904;1.098;1.074;1.565;1.327;1.831;32.675;36.858;473;594;307;436;908;1.186;1.240;1.822;151;283;39;80;75;94;4.656;7.023;2;1
2020;04. Salamanca;041. Recoletos;377;463;58;95;133;165;17;22;33;49;80;98;347;471;206;276;142;158;95;126;172;194;3.291;3.541;46;58;49;75;130;134;228;306;20;28;3;4;7;6;551;836;0;0
2020;04. Salamanca;042. Goya;651;880;148;207;180;288;27;30;39;52;90;170;774;1.224;666;904;185;243;218;370;272;366;6.304;7.269;107;119;59;79;167;233;234;360;40;66;4;11;17;19;978;1.474;1;0
2020;04. Salamanca;043. Fuente del Berro;453;590;80;114;112;145;15;12;43;40;45;85;696;1.073;492;716;101;136;191;266;165;256;4.692;5.476;62;83;23;52;119;141;122;160;17;32;10;11;4;12;708;1.031;0;0
2020;04. Salamanca;044. Guindalera;940;1.163;176;274;205;283;27;27;66;75;148;204;1.218;1.864;831;1.240;225;253;299;408;355;487;10.275;11.287;146;166;79;91;258;325;244;370;49;81;12;26;30;30;1.202;1.745;1;1
2020;04. Salamanca;045. Lista;446;652;104;144;129;193;15;18;24;47;84;99;563;877;389;615;135;157;174;268;189;305;4.524;5.140;57;96;44;68;121;200;172;282;13;49;6;21;12;16;665;970;0;0
2020;04. Salamanca;046. Castellana;398;504;74;95;113;183;20;16;35;37;64;102;364;498;199;298;116;151;97;127;174;223;3.589;4.145;55;72;53;71;113;153;240;344;12;27;4;7;5;11;552;967;0;0
2020;05. Chamartín;05. Chamartín;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;05. Chamartín;05. Chamartín;3.004;3.805;710;982;866;1.103;129;131;276;345;510;755;4.070;6.000;2.213;3.151;998;1.152;828;1.253;1.264;1.739;37.828;40.742;423;532;329;404;883;1.147;1.288;1.845;239;321;55;69;85;103;4.058;6.429;1;2
2020;05. Chamartín;051. El Viso;377;479;75;102;90;137;26;16;31;46;60;82;336;512;197;267;136;128;77;108;153;178;4.566;4.860;41;43;61;58;101;141;207;304;20;28;5;6;11;12;501;817;0;0
2020;05. Chamartín;052. Prosperidad;742;930;166;250;183;244;26;28;60;72;93;173;1.224;1.879;667;1.010;200;213;245;405;318;406;8.997;9.860;112;128;50;87;224;310;239;340;50;80;23;19;25;28;1.121;1.634;1;1
2020;05. Chamartín;053. Ciudad Jardín;362;444;67;126;113;123;11;16;33;43;56;79;500;847;340;473;87;128;115;190;148;217;4.549;5.034;42;58;33;40;100;143;132;183;20;33;4;6;10;19;616;957;0;0
2020;05. Chamartín;054. Hispanoamérica;701;857;193;229;202;272;20;21;71;83;147;208;907;1.271;454;670;244;293;173;260;288;416;8.427;9.202;102;142;74;105;216;237;307;454;64;79;11;22;23;20;719;1.276;0;0
2020;05. Chamartín;055. Nueva España;439;610;128;173;173;219;22;32;52;58;98;135;596;785;273;364;215;248;97;156;213;315;6.764;7.046;64;81;78;71;146;224;277;375;51;55;7;12;5;10;645;1.092;0;1
2020;05. Chamartín;056. Castilla;383;485;81;102;105;108;24;18;29;43;56;78;507;706;282;367;116;142;121;134;144;207;4.525;4.740;62;80;33;43;96;92;126;189;34;46;5;4;11;14;456;653;0;0
2020;06. Tetuán;06. Tetuán;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;06. Tetuán;06. Tetuán;2.933;3.174;506;640;679;889;84;103;179;202;361;424;5.069;7.179;2.675;3.800;612;713;1.209;1.823;1.229;1.596;33.149;35.164;351;378;171;234;737;755;678;860;159;228;57;76;67;78;7.633;11.000;2;3
2020;06. Tetuán;061. Bellas Vistas;441;453;82;83;113;143;19;18;20;31;53;64;973;1.387;509;680;81;118;191;299;183;231;5.588;5.833;42;43;19;34;105;131;90;101;21;38;5;14;10;3;1.738;2.508;1;0
2020;06. Tetuán;062. Cuatro Caminos;822;967;160;220;205;290;27;36;52;61;117;143;1.224;1.670;644;920;176;231;290;434;390;542;7.177;7.721;114;122;71;77;234;242;210;296;47;75;20;18;23;25;1.355;2.001;0;1
2020;06. Tetuán;063. Castillejos;470;517;104;146;121;166;11;10;37;51;61;79;709;1.030;350;529;150;128;151;249;210;264;4.305;4.685;83;84;31;52;133;139;142;173;42;43;16;14;11;20;763;1.141;0;0
2020;06. Tetuán;064. Almenara;425;467;59;68;69;94;8;15;29;23;41;50;623;858;353;515;64;74;202;289;128;169;5.681;6.155;32;54;17;23;74;69;82;80;8;27;8;13;6;15;987;1.425;1;1
2020;06. Tetuán;065. Valdeacederas;419;415;50;68;96;82;13;15;21;19;45;39;786;1.068;396;541;71;74;195;282;173;196;5.639;5.665;38;38;19;21;96;87;83;111;23;26;4;12;6;7;1.319;1.862;0;0
2020;06. Tetuán;066. Berruguete;356;355;51;55;75;114;6;9;20;17;44;49;754;1.166;423;615;70;88;180;270;145;194;4.759;5.105;42;37;14;27;95;87;71;99;18;19;4;5;11;8;1.471;2.063;0;1
2020;07. Chamberí;07. Chamberí;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;07. Chamberí;07. Chamberí;3.225;3.974;710;968;976;1.294;129;126;247;334;466;723;4.516;7.218;2.927;4.248;835;956;1.183;1.772;1.434;2.063;30.533;34.868;500;562;275;435;925;1.228;1.063;1.602;232;336;62;88;76;93;4.215;6.201;3;5
2020;07. Chamberí;071. Gaztambide;518;649;124;154;172;229;16;16;37;45;80;118;816;1.290;594;878;102;146;234;333;265;365;4.890;5.493;97;98;42;53;124;185;143;205;49;54;7;14;17;15;647;994;0;0
2020;07. Chamberí;072. Arapiles;544;702;112;144;185;248;14;18;45;69;68;123;892;1.412;584;804;119;113;241;334;235;319;5.271;5.996;72;102;41;54;170;183;149;233;48;74;15;13;12;15;832;1.100;1;3
2020;07. Chamberí;073. Trafalgar;570;675;107;154;176;202;14;18;41;44;93;113;783;1.176;429;695;158;171;200;282;254;365;5.286;6.070;86;83;49;76;178;243;196;258;23;54;6;8;11;10;844;1.209;1;1
2020;07. Chamberí;074. Almagro;445;555;104;112;135;168;35;30;34;54;63;103;517;769;295;401;166;170;91;160;190;282;4.309;4.966;73;81;52;108;136;180;244;352;30;38;7;12;7;7;670;978;0;0
2020;07. Chamberí;075. Ríos Rosas;649;768;155;213;179;247;27;25;49;57;83;149;838;1.424;561;787;168;212;218;372;279;427;6.000;6.837;88;99;52;78;174;231;207;357;43;63;17;33;11;26;863;1.279;1;0
2020;07. Chamberí;076. Vallehermoso;499;625;108;191;129;200;23;19;41;65;79;117;670;1.147;464;683;122;144;199;291;211;305;4.777;5.506;84;99;39;66;143;206;124;197;39;53;10;8;18;20;359;641;0;1
2020;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;5.002;5.746;867;1.007;1.028;1.224;148;157;331;328;568;660;8.515;11.411;4.814;6.444;1.265;1.361;2.520;3.515;1.819;2.288;69.564;70.799;602;632;325;405;1.143;1.175;1.319;1.526;220;302;77;81;110;125;6.543;9.170;1;2
2020;08. Fuencarral-El Pardo;081. El Pardo;156;116;9;12;17;14;0;0;6;2;4;4;98;151;94;110;16;14;47;71;32;38;1.040;1.029;14;4;3;4;38;18;9;6;3;4;1;0;4;2;51;72;0;0
2020;08. Fuencarral-El Pardo;082. Fuentelarreina;66;76;20;12;24;25;4;5;7;10;12;17;77;96;34;42;29;28;11;22;35;42;912;984;15;15;6;6;17;13;50;50;2;5;1;1;1;1;89;160;0;0
2020;08. Fuencarral-El Pardo;083. Peñagrande;852;1.059;137;158;149;199;21;25;55;38;59;105;1.881;2.560;1.072;1.373;164;188;502;672;297;407;12.408;12.808;102;106;40;58;186;174;170;198;36;50;14;18;15;24;1.135;1.571;0;0
2020;08. Fuencarral-El Pardo;084. Pilar;997;1.301;131;168;167;207;20;31;43;46;93;107;1.877;2.752;1.225;1.824;175;171;812;1.189;318;417;10.902;11.096;65;95;41;55;173;180;143;176;33;53;19;16;25;33;1.614;2.322;0;0
