AÑO;DISTRITO;BARRIO;Num personas viven solas
2020;06. Tetuán;066. Berruguete;3.784
2020;07. Chamberí;07. Chamberí;
2020;07. Chamberí;07. Chamberí;24.787
2020;07. Chamberí;071. Gaztambide;4.350
2020;07. Chamberí;072. Arapiles;4.565
2020;07. Chamberí;073. Trafalgar;5.082
2020;07. Chamberí;074. Almagro;3.021
2020;07. Chamberí;075. Ríos Rosas;4.708
2020;07. Chamberí;076. Vallehermoso;3.061
2020;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;
2020;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;22.882
2020;08. Fuencarral-El Pardo;081. El Pardo;406
2020;08. Fuencarral-El Pardo;082. Fuentelarreina;257
2020;08. Fuencarral-El Pardo;083. Peñagrande;4.443
2020;08. Fuencarral-El Pardo;084. Pilar;6.214
2020;08. Fuencarral-El Pardo;085. La Paz;2.700
2020;08. Fuencarral-El Pardo;086. Valverde;5.660
2020;08. Fuencarral-El Pardo;087. Mirasierra;2.038
2020;08. Fuencarral-El Pardo;088. El Goloso;1.164
2020;09. Moncloa-Aravaca;09. Moncloa-Aravaca;
2020;09. Moncloa-Aravaca;09. Moncloa-Aravaca;13.985
2020;09. Moncloa-Aravaca;091. Casa de Campo;1.963
2020;09. Moncloa-Aravaca;092. Argüelles;3.951
2020;09. Moncloa-Aravaca;093. Ciudad Universitaria;1.912
2020;09. Moncloa-Aravaca;094. Valdezarza;3.899
2020;09. Moncloa-Aravaca;095. Valdemarín;410
2020;09. Moncloa-Aravaca;096. El Plantío;164
2020;09. Moncloa-Aravaca;097. Aravaca;1.686
2020;10. Latina;10. Latina;
2020;10. Latina;10. Latina;28.754
2020;10. Latina;101. Los Cármenes;1.863
2020;10. Latina;102. Puerta del Ángel;6.213
2020;10. Latina;103. Lucero;4.272
2020;10. Latina;104. Aluche;7.779
2020;10. Latina;105. Campamento;2.068
2020;10. Latina;106. Cuatro Vientos;672
2020;10. Latina;107. Águilas;5.887
2020;11. Carabanchel;11. Carabanchel;
2020;11. Carabanchel;11. Carabanchel;27.931
2020;11. Carabanchel;111. Comillas;3.401
2020;11. Carabanchel;112. Opañel;4.252
2020;11. Carabanchel;113. San Isidro;4.720
2020;11. Carabanchel;114. Vista Alegre;4.930
2020;11. Carabanchel;115. Puerta Bonita;3.436
2020;11. Carabanchel;116. Buenavista;4.296
2020;11. Carabanchel;117. Abrantes;2.896
2020;12. Usera;12. Usera;
2020;12. Usera;12. Usera;13.017
2020;12. Usera;121. Orcasitas;2.044
2020;12. Usera;122. Orcasur;1.136
2020;12. Usera;123. San Fermín;1.918
2020;12. Usera;124. Almendrales;2.167
2020;12. Usera;125. Moscardó;2.914
2020;12. Usera;126. Zofío;1.292
2020;12. Usera;127. Pradolongo;1.546
2020;13. Puente de Vallecas;13. Puente de Vallecas;
2020;13. Puente de Vallecas;13. Puente de Vallecas;25.073
2020;13. Puente de Vallecas;131. Entrevías;3.302
2020;13. Puente de Vallecas;132. San Diego;5.074
2020;13. Puente de Vallecas;133. Palomeras Bajas;3.954
2020;13. Puente de Vallecas;134. Palomeras Sureste;4.068
2020;13. Puente de Vallecas;135. Portazgo;3.073
2020;13. Puente de Vallecas;136. Numancia;5.602
2020;14. Moratalaz;14. Moratalaz;
2020;14. Moratalaz;14. Moratalaz;10.838
2020;14. Moratalaz;141. Pavones;814
2020;14. Moratalaz;142. Horcajo;400
2020;14. Moratalaz;143. Marroquina;2.957
2020;14. Moratalaz;144. Media Legua;2.120
2020;14. Moratalaz;145. Fontarrón;2.148
2020;14. Moratalaz;146. Vinateros;2.399
2020;15. Ciudad Lineal;15. Ciudad Lineal;
2020;15. Ciudad Lineal;15. Ciudad Lineal;27.645
2020;15. Ciudad Lineal;151. Ventas;6.687
2020;15. Ciudad Lineal;152. Pueblo Nuevo;7.022
2020;15. Ciudad Lineal;153. Quintana;3.729
2020;15. Ciudad Lineal;154. Concepción;3.374
2020;15. Ciudad Lineal;155. San Pascual;2.410
2020;15. Ciudad Lineal;156. San Juan Bautista;1.449
2020;15. Ciudad Lineal;157. Colina;821
2020;15. Ciudad Lineal;158. Atalaya;175
2020;15. Ciudad Lineal;159. Costillares;1.978
2020;16. Hortaleza;16. Hortaleza;
2020;16. Hortaleza;16. Hortaleza;18.179
2020;16. Hortaleza;161. Palomas;386
2020;16. Hortaleza;162. Piovera;983
2020;16. Hortaleza;163. Canillas;4.392
2020;16. Hortaleza;164. Pinar del Rey;6.192
2020;16. Hortaleza;165. Apóstol Santiago;1.572
2020;16. Hortaleza;166. Valdefuentes;4.654
2020;17. Villaverde;17. Villaverde;
2020;17. Villaverde;17. Villaverde;13.328
2020;17. Villaverde;171. Villaverde Alto, Casco Histórico de Villaverde;4.225
2020;17. Villaverde;172. San Cristóbal;1.205
2020;17. Villaverde;173. Butarque;1.487
2020;17. Villaverde;174. Los Rosales;2.998
2020;17. Villaverde;175. Ángeles;3.413
2020;18. Villa de Vallecas;18. Villa de Vallecas;
2020;18. Villa de Vallecas;18. Villa de Vallecas;11.868
2020;18. Villa de Vallecas;181. Casco Histórico de Vallecas;3.934
2020;18. Villa de Vallecas;182. Santa Eugenia;1.912
2020;18. Villa de Vallecas;183. Ensanche de Vallecas;6.022
2020;19. Vicálvaro;19. Vicálvaro;
2020;19. Vicálvaro;19. Vicálvaro;6.533
2020;19. Vicálvaro;191. Casco Histórico de Vicálvaro;3.608
2020;19. Vicálvaro;192. Valdebernardo;1.219
2020;19. Vicálvaro;193. Valderribas;1.208
2020;19. Vicálvaro;194. El Cañaveral;498
2020;20. San Blas-Canillejas;20. San Blas-Canillejas;
2020;20. San Blas-Canillejas;20. San Blas-Canillejas;16.228
2020;20. San Blas-Canillejas;201. Simancas;3.426
2020;20. San Blas-Canillejas;202. Hellín;1.179
2020;20. San Blas-Canillejas;203. Amposta;1.057
2020;20. San Blas-Canillejas;204. Arcos;2.317
2020;20. San Blas-Canillejas;205. Rosas;2.083
2020;20. San Blas-Canillejas;206. Rejas;2.115
2020;20. San Blas-Canillejas;207. Canillejas;2.942
2020;20. San Blas-Canillejas;208. El Salvador;1.109
2020;21. Barajas;21. Barajas;
2020;21. Barajas;21. Barajas;4.560
2020;21. Barajas;211. Alameda de Osuna;1.613
2020;21. Barajas;212. Aeropuerto;191
2020;21. Barajas;213. Casco Histórico de Barajas;1.016
2020;21. Barajas;214. Timón;1.222
2020;21. Barajas;215. Corralejos;518
