AÑO;DISTRITO;BARRIO;Pais origen España;Origen Resto países de Europa;Pais origen América del Norte;Pais origen América Central;Pais origen América del Sur;Pais origen África;Pais origen Asia;Pais origen Oceanía
2018;04. Salamanca;044. Guindalera;1.222;53;27;3;28;8;3;3
2018;04. Salamanca;045. Lista;658;42;24;7;19;11;0;0
2018;04. Salamanca;046. Castellana;463;45;20;10;18;12;5;1
2018;05. Chamartín;05. Chamartín;;;;;;;;
2018;05. Chamartín;05. Chamartín;4.176;224;86;25;46;43;10;10
2018;05. Chamartín;051. El Viso;437;31;15;7;3;9;2;3
2018;05. Chamartín;052. Prosperidad;1.197;60;12;9;13;6;4;1
2018;05. Chamartín;053. Ciudad Jardín;506;20;3;5;5;1;1;1
2018;05. Chamartín;054. Hispanoamérica;818;40;22;2;13;11;1;2
2018;05. Chamartín;055. Nueva España;657;39;26;1;5;7;0;0
2018;05. Chamartín;056. Castilla;561;34;8;1;7;9;2;3
2018;06. Tetuán;06. Tetuán;;;;;;;;
2018;06. Tetuán;06. Tetuán;5.886;218;49;39;74;35;13;3
2018;06. Tetuán;061. Bellas Vistas;1.153;42;3;14;23;10;1;0
2018;06. Tetuán;062. Cuatro Caminos;1.272;64;13;3;9;13;2;1
2018;06. Tetuán;063. Castillejos;735;26;16;4;14;5;2;2
2018;06. Tetuán;064. Almenara;819;26;5;3;5;1;3;0
2018;06. Tetuán;065. Valdeacederas;943;28;8;5;6;3;3;0
2018;06. Tetuán;066. Berruguete;964;32;4;10;17;3;2;0
2018;07. Chamberí;07. Chamberí;;;;;;;;
2018;07. Chamberí;07. Chamberí;4.776;231;76;25;67;48;20;5
2018;07. Chamberí;071. Gaztambide;799;31;11;1;12;7;4;0
2018;07. Chamberí;072. Arapiles;883;38;9;0;5;8;1;3
2018;07. Chamberí;073. Trafalgar;859;48;10;7;14;9;6;1
2018;07. Chamberí;074. Almagro;614;38;24;6;18;3;2;1
2018;07. Chamberí;075. Ríos Rosas;958;49;13;8;11;9;2;0
2018;07. Chamberí;076. Vallehermoso;663;27;9;3;7;12;5;0
2018;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;;;;;;;;
2018;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;7.425;313;103;22;97;52;14;7
2018;08. Fuencarral-El Pardo;081. El Pardo;121;6;2;0;0;0;0;0
2018;08. Fuencarral-El Pardo;082. Fuentelarreina;81;7;0;0;0;3;0;0
2018;08. Fuencarral-El Pardo;083. Peñagrande;1.127;41;12;3;14;8;2;4
2018;08. Fuencarral-El Pardo;084. Pilar;1.417;44;14;5;30;10;3;1
2018;08. Fuencarral-El Pardo;085. La Paz;718;51;17;2;16;10;3;1
2018;08. Fuencarral-El Pardo;086. Valverde;2.598;71;32;10;22;11;3;1
2018;08. Fuencarral-El Pardo;087. Mirasierra;676;76;17;1;9;8;2;0
2018;08. Fuencarral-El Pardo;088. El Goloso;687;17;9;1;6;2;1;0
2018;09. Moncloa-Aravaca;09. Moncloa-Aravaca;;;;;;;;
2018;09. Moncloa-Aravaca;09. Moncloa-Aravaca;3.932;178;69;13;39;39;13;12
2018;09. Moncloa-Aravaca;091. Casa de Campo;358;9;7;0;3;1;1;0
2018;09. Moncloa-Aravaca;092. Argüelles;909;34;16;6;8;11;2;3
2018;09. Moncloa-Aravaca;093. Ciudad Universitaria;416;40;11;1;9;11;1;0
2018;09. Moncloa-Aravaca;094. Valdezarza;844;31;9;2;9;4;0;1
2018;09. Moncloa-Aravaca;095. Valdemarín;274;12;4;0;0;0;2;0
2018;09. Moncloa-Aravaca;096. El Plantío;81;2;0;0;0;2;1;0
2018;09. Moncloa-Aravaca;097. Aravaca;1.050;50;22;4;10;10;6;8
2018;10. Latina;10. Latina;;;;;;;;
2018;10. Latina;10. Latina;7.755;195;37;31;88;34;11;2
2018;10. Latina;101. Los Cármenes;535;9;2;3;7;2;0;2
2018;10. Latina;102. Puerta del Ángel;1.552;58;4;8;15;10;4;0
2018;10. Latina;103. Lucero;1.175;27;10;3;13;13;2;0
2018;10. Latina;104. Aluche;1.969;49;11;2;37;7;3;0
2018;10. Latina;105. Campamento;728;20;3;7;3;1;1;0
2018;10. Latina;106. Cuatro Vientos;267;3;0;1;1;0;0;0
2018;10. Latina;107. Águilas;1.529;29;7;7;12;1;1;0
2018;11. Carabanchel;11. Carabanchel;;;;;;;;
2018;11. Carabanchel;11. Carabanchel;8.942;216;49;52;135;30;13;2
2018;11. Carabanchel;111. Comillas;787;19;7;10;12;1;0;0
2018;11. Carabanchel;112. Opañel;1.092;40;5;5;22;6;1;0
2018;11. Carabanchel;113. San Isidro;1.304;41;8;8;25;4;8;0
2018;11. Carabanchel;114. Vista Alegre;1.553;30;12;13;22;9;2;2
2018;11. Carabanchel;115. Puerta Bonita;1.349;29;3;5;21;1;1;0
2018;11. Carabanchel;116. Buenavista;1.666;27;5;5;11;1;0;0
2018;11. Carabanchel;117. Abrantes;1.191;30;9;6;22;8;1;0
2018;12. Usera;12. Usera;;;;;;;;
2018;12. Usera;12. Usera;4.875;102;16;17;78;9;3;1
2018;12. Usera;121. Orcasitas;606;9;0;0;6;0;0;0
2018;12. Usera;122. Orcasur;484;9;1;1;7;5;1;0
2018;12. Usera;123. San Fermín;737;9;2;2;9;1;1;0
2018;12. Usera;124. Almendrales;818;21;8;3;9;2;0;0
2018;12. Usera;125. Moscardó;1.039;24;5;8;20;1;1;1
2018;12. Usera;126. Zofío;511;17;0;0;14;0;0;0
2018;12. Usera;127. Pradolongo;680;13;0;3;13;0;0;0
2018;13. Puente de Vallecas;13. Puente de Vallecas;;;;;;;;
2018;13. Puente de Vallecas;13. Puente de Vallecas;8.184;178;26;36;136;14;7;2
2018;13. Puente de Vallecas;131. Entrevías;1.069;24;6;2;16;1;3;0
2018;13. Puente de Vallecas;132. San Diego;1.971;52;10;13;37;5;1;0
2018;13. Puente de Vallecas;133. Palomeras Bajas;1.128;22;6;1;15;4;0;0
2018;13. Puente de Vallecas;134. Palomeras Sureste;1.359;13;1;6;22;1;0;0
2018;13. Puente de Vallecas;135. Portazgo;883;27;0;8;12;0;0;0
2018;13. Puente de Vallecas;136. Numancia;1.774;40;3;6;34;3;3;2
2018;14. Moratalaz;14. Moratalaz;;;;;;;;
2018;14. Moratalaz;14. Moratalaz;2.351;93;233;16;49;14;1;5
2018;14. Moratalaz;141. Pavones;257;20;219;5;11;3;0;1
2018;14. Moratalaz;142. Horcajo;127;4;1;0;1;1;0;1
2018;14. Moratalaz;143. Marroquina;556;24;4;1;7;6;1;3
2018;14. Moratalaz;144. Media Legua;424;20;5;4;4;1;0;0
2018;14. Moratalaz;145. Fontarrón;514;12;2;3;13;2;0;0
2018;14. Moratalaz;146. Vinateros;473;13;2;3;13;1;0;0
2018;15. Ciudad Lineal;15. Ciudad Lineal;;;;;;;;
2018;15. Ciudad Lineal;15. Ciudad Lineal;6.735;207;61;43;113;44;16;6
2018;15. Ciudad Lineal;151. Ventas;1.479;31;8;8;31;3;0;2
2018;15. Ciudad Lineal;152. Pueblo Nuevo;1.936;52;11;17;41;11;3;0
2018;15. Ciudad Lineal;153. Quintana;920;26;6;7;17;4;1;1
2018;15. Ciudad Lineal;154. Concepción;703;21;2;2;8;8;3;0
2018;15. Ciudad Lineal;155. San Pascual;460;18;5;0;5;6;6;0
2018;15. Ciudad Lineal;156. San Juan Bautista;382;13;6;2;5;2;1;1
2018;15. Ciudad Lineal;157. Colina;199;15;2;0;5;2;0;1
2018;15. Ciudad Lineal;158. Atalaya;54;5;1;2;0;1;1;0
2018;15. Ciudad Lineal;159. Costillares;602;26;20;5;1;7;1;1
2018;16. Hortaleza;16. Hortaleza;;;;;;;;
2018;16. Hortaleza;16. Hortaleza;5.714;253;87;22;74;47;11;2
2018;16. Hortaleza;161. Palomas;169;11;1;0;0;3;0;0
2018;16. Hortaleza;162. Piovera;321;42;8;0;6;11;3;0
2018;16. Hortaleza;163. Canillas;1.037;37;19;6;18;4;1;0
2018;16. Hortaleza;164. Pinar del Rey;1.497;36;13;2;18;9;2;1
2018;16. Hortaleza;165. Apóstol Santiago;486;21;3;1;3;9;2;0
2018;16. Hortaleza;166. Valdefuentes;2.204;106;43;13;29;11;3;1
2018;17. Villaverde;17. Villaverde;;;;;;;;
2018;17. Villaverde;17. Villaverde;5.232;138;24;36;79;12;9;2
2018;17. Villaverde;171. Villaverde Alto, Casco Histórico de Villaverde;1.738;42;9;9;16;5;3;0
2018;17. Villaverde;172. San Cristóbal;755;34;0;9;15;2;1;0
2018;17. Villaverde;173. Butarque;551;13;3;2;5;1;0;0
2018;17. Villaverde;174. Los Rosales;1.229;27;8;12;28;1;5;1
2018;17. Villaverde;175. Ángeles;959;22;4;4;15;3;0;1
2018;18. Villa de Vallecas;18. Villa de Vallecas;;;;;;;;
2018;18. Villa de Vallecas;18. Villa de Vallecas;3.968;63;20;10;36;5;6;4
2018;18. Villa de Vallecas;181. Casco Histórico de Vallecas;1.334;22;4;3;15;2;3;0
2018;18. Villa de Vallecas;182. Santa Eugenia;666;15;5;3;7;1;0;4
2018;18. Villa de Vallecas;183. Ensanche de Vallecas;1.968;26;11;4;14;2;3;0
2018;19. Vicálvaro;19. Vicálvaro;;;;;;;;
2018;19. Vicálvaro;19. Vicálvaro;2.023;58;18;5;23;7;2;1
2018;19. Vicálvaro;191. Casco Histórico de Vicálvaro;1.084;28;4;4;16;2;1;0
2018;19. Vicálvaro;192. Valdebernardo;447;20;5;0;3;2;0;1
2018;19. Vicálvaro;193. Valderribas;436;9;9;1;4;2;1;0
2018;19. Vicálvaro;194. El Cañaveral;56;1;0;0;0;1;0;0
2018;20. San Blas-Canillejas;20. San Blas-Canillejas;;;;;;;;
2018;20. San Blas-Canillejas;20. San Blas-Canillejas;5.043;120;21;23;92;44;5;4
2018;20. San Blas-Canillejas;201. Simancas;1.060;19;4;9;31;7;2;0
2018;20. San Blas-Canillejas;202. Hellín;315;2;1;0;1;1;0;0
2018;20. San Blas-Canillejas;203. Amposta;309;7;0;6;3;1;0;0
2018;20. San Blas-Canillejas;204. Arcos;576;13;2;2;20;2;0;0
2018;20. San Blas-Canillejas;205. Rosas;653;18;2;0;6;7;1;0
2018;20. San Blas-Canillejas;206. Rejas;878;20;3;1;16;24;0;1
2018;20. San Blas-Canillejas;207. Canillejas;967;26;7;3;14;0;2;2
2018;20. San Blas-Canillejas;208. El Salvador;285;15;2;2;1;2;0;1
2018;21. Barajas;21. Barajas;;;;;;;;
2018;21. Barajas;21. Barajas;1.610;43;9;2;18;13;6;6
2018;21. Barajas;211. Alameda de Osuna;520;23;4;0;7;6;4;5
2018;21. Barajas;212. Aeropuerto;96;5;0;0;0;0;0;0
2018;21. Barajas;213. Casco Histórico de Barajas;367;2;0;1;4;0;0;0
2018;21. Barajas;214. Timón;392;7;1;1;6;3;2;0
2018;21. Barajas;215. Corralejos;235;6;4;0;1;4;0;1
2020;01. Centro;01. Centro;;;;;;;;
2020;01. Centro;01. Centro;4.326;368;106;24;184;57;32;10
2020;01. Centro;011. Palacio;715;40;14;2;26;8;6;0
2020;01. Centro;012. Embajadores;1.538;137;27;7;73;11;11;3
2020;01. Centro;013. Cortes;345;33;14;3;13;6;4;0
2020;01. Centro;014. Justicia;492;43;23;5;18;4;8;3
2020;01. Centro;015. Universidad;984;92;19;5;38;21;0;2
2020;01. Centro;016. Sol;252;23;9;2;16;7;3;2
2020;02. Arganzuela;02. Arganzuela;;;;;;;;
2020;02. Arganzuela;02. Arganzuela;3.587;196;67;30;140;50;22;10
2020;02. Arganzuela;021. Imperial;462;16;3;5;18;7;4;0
2020;02. Arganzuela;022. Acacias;689;57;16;5;20;12;2;2
2020;02. Arganzuela;023. Chopera;535;36;9;10;29;8;1;1
2020;02. Arganzuela;024. Legazpi;417;23;4;1;16;5;6;5
2020;02. Arganzuela;025. Delicias;723;32;17;4;30;10;7;1
2020;02. Arganzuela;026. Palos de Moguer;742;32;18;5;27;8;2;1
2020;02. Arganzuela;027. Atocha;19;0;0;0;0;0;0;0
2020;03. Retiro;03. Retiro;;;;;;;;
2020;03. Retiro;03. Retiro;2.330;152;94;13;96;40;15;2
2020;03. Retiro;031. Pacífico;753;40;22;7;26;13;6;1
2020;03. Retiro;032. Adelfas;373;14;10;1;6;4;2;0
2020;03. Retiro;033. Estrella;353;22;15;1;15;6;0;1
2020;03. Retiro;034. Ibiza;459;35;17;2;25;6;0;0
2020;03. Retiro;035. Los Jerónimos;152;19;16;1;15;2;3;0
2020;03. Retiro;036. Niño Jesús;240;22;14;1;9;9;4;0
2020;04. Salamanca;04. Salamanca;;;;;;;;
2020;04. Salamanca;04. Salamanca;3.193;338;163;39;188;79;20;6
2020;04. Salamanca;041. Recoletos;355;52;36;0;31;5;1;0
2020;04. Salamanca;042. Goya;672;72;38;5;39;20;2;1
2020;04. Salamanca;043. Fuente del Berro;478;34;19;5;21;15;5;1
2020;04. Salamanca;044. Guindalera;861;68;19;16;45;14;3;4
2020;04. Salamanca;045. Lista;470;63;19;6;28;9;3;0
2020;04. Salamanca;046. Castellana;357;49;32;7;24;16;6;0
2020;05. Chamartín;05. Chamartín;;;;;;;;
2020;05. Chamartín;05. Chamartín;2.867;256;146;45;155;83;13;10
2020;05. Chamartín;051. El Viso;276;30;21;4;24;16;4;1
2020;05. Chamartín;052. Prosperidad;750;48;26;13;31;15;2;4
2020;05. Chamartín;053. Ciudad Jardín;398;30;17;7;31;9;3;0
2020;05. Chamartín;054. Hispanoamérica;595;67;29;5;25;16;2;0
2020;05. Chamartín;055. Nueva España;456;51;40;14;25;14;2;4
2020;05. Chamartín;056. Castilla;392;30;13;2;19;13;0;1
2020;06. Tetuán;06. Tetuán;;;;;;;;
2020;06. Tetuán;06. Tetuán;4.353;253;114;93;214;66;24;6
2020;06. Tetuán;061. Bellas Vistas;789;42;19;36;40;7;0;0
2020;06. Tetuán;062. Cuatro Caminos;860;67;42;17;40;17;8;2
2020;06. Tetuán;063. Castillejos;522;39;20;7;24;12;3;3
2020;06. Tetuán;064. Almenara;553;33;8;9;28;16;3;0
2020;06. Tetuán;065. Valdeacederas;837;41;14;4;48;6;5;1
2020;06. Tetuán;066. Berruguete;792;31;11;20;34;8;5;0
2020;07. Chamberí;07. Chamberí;;;;;;;;
2020;07. Chamberí;07. Chamberí;3.331;315;116;31;166;79;24;16
2020;07. Chamberí;071. Gaztambide;541;45;26;3;23;19;5;2
2020;07. Chamberí;072. Arapiles;618;54;23;5;40;17;0;1
2020;07. Chamberí;073. Trafalgar;605;50;16;4;29;16;5;9
2020;07. Chamberí;074. Almagro;409;82;19;9;16;5;0;1
2020;07. Chamberí;075. Ríos Rosas;672;54;24;7;42;15;12;0
2020;07. Chamberí;076. Vallehermoso;486;30;8;3;16;7;2;3
2020;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;;;;;;;;
2020;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;5.273;295;132;52;135;80;22;9
2020;08. Fuencarral-El Pardo;081. El Pardo;118;3;0;0;0;1;1;0
2020;08. Fuencarral-El Pardo;082. Fuentelarreina;52;4;1;0;3;4;0;0
2020;08. Fuencarral-El Pardo;083. Peñagrande;894;42;15;11;20;6;3;0
2020;08. Fuencarral-El Pardo;084. Pilar;1.061;51;15;5;29;8;8;1
2020;08. Fuencarral-El Pardo;085. La Paz;577;54;28;4;19;15;2;3
2020;08. Fuencarral-El Pardo;086. Valverde;1.624;74;31;22;39;25;7;1
2020;08. Fuencarral-El Pardo;087. Mirasierra;475;39;28;8;21;19;1;0
2020;08. Fuencarral-El Pardo;088. El Goloso;472;28;14;2;4;2;0;4
2020;09. Moncloa-Aravaca;09. Moncloa-Aravaca;;;;;;;;
2020;09. Moncloa-Aravaca;09. Moncloa-Aravaca;2.944;216;127;32;103;46;6;8
2020;09. Moncloa-Aravaca;091. Casa de Campo;271;25;13;2;6;8;0;0
2020;09. Moncloa-Aravaca;092. Argüelles;636;47;22;5;26;5;0;4
2020;09. Moncloa-Aravaca;093. Ciudad Universitaria;314;26;18;7;12;4;2;0
2020;09. Moncloa-Aravaca;094. Valdezarza;555;48;20;12;30;6;0;0
2020;09. Moncloa-Aravaca;095. Valdemarín;191;11;8;1;3;4;0;1
2020;09. Moncloa-Aravaca;096. El Plantío;89;12;1;0;5;0;0;0
2020;09. Moncloa-Aravaca;097. Aravaca;888;47;45;5;21;19;4;3
2020;10. Latina;10. Latina;;;;;;;;
2020;10. Latina;10. Latina;5.881;238;86;58;221;38;7;2
2020;10. Latina;101. Los Cármenes;439;24;6;1;17;3;0;0
2020;10. Latina;102. Puerta del Ángel;1.189;49;33;5;65;15;5;0
2020;10. Latina;103. Lucero;824;30;12;15;29;7;0;0
2020;10. Latina;104. Aluche;1.431;62;14;16;57;4;0;1
2020;10. Latina;105. Campamento;587;31;8;9;20;5;0;1
2020;10. Latina;106. Cuatro Vientos;181;0;4;0;1;0;0;0
2020;10. Latina;107. Águilas;1.230;42;9;12;32;4;2;0
2020;11. Carabanchel;11. Carabanchel;;;;;;;;
2020;11. Carabanchel;11. Carabanchel;6.779;216;78;61;357;22;21;2
2020;11. Carabanchel;111. Comillas;649;15;6;10;40;1;1;0
2020;11. Carabanchel;112. Opañel;840;30;21;6;48;3;2;0
2020;11. Carabanchel;113. San Isidro;1.017;45;8;9;39;7;1;1
2020;11. Carabanchel;114. Vista Alegre;1.089;39;11;15;76;5;5;0
2020;11. Carabanchel;115. Puerta Bonita;1.041;29;12;11;61;1;5;0
2020;11. Carabanchel;116. Buenavista;1.304;37;9;4;23;2;1;1
2020;11. Carabanchel;117. Abrantes;839;21;11;6;70;3;6;0
2020;12. Usera;12. Usera;;;;;;;;
2020;12. Usera;12. Usera;4.086;133;36;39;210;25;12;2
2020;12. Usera;121. Orcasitas;466;14;6;0;12;1;0;0
2020;12. Usera;122. Orcasur;420;11;2;7;9;0;4;0
2020;12. Usera;123. San Fermín;604;20;8;4;27;7;5;1
2020;12. Usera;124. Almendrales;710;21;7;12;36;8;1;0
2020;12. Usera;125. Moscardó;810;37;6;6;58;4;1;0
2020;12. Usera;126. Zofío;376;17;3;1;24;1;1;0
2020;12. Usera;127. Pradolongo;700;13;4;9;44;4;0;1
2020;13. Puente de Vallecas;13. Puente de Vallecas;;;;;;;;
2020;13. Puente de Vallecas;13. Puente de Vallecas;5.922;268;64;85;306;30;31;1
2020;13. Puente de Vallecas;131. Entrevías;782;34;6;6;39;6;9;0
2020;13. Puente de Vallecas;132. San Diego;1.307;51;14;24;82;4;10;0
2020;13. Puente de Vallecas;133. Palomeras Bajas;855;40;12;15;48;4;5;1
2020;13. Puente de Vallecas;134. Palomeras Sureste;977;52;10;8;39;6;2;0
2020;13. Puente de Vallecas;135. Portazgo;705;24;8;6;28;4;0;0
2020;13. Puente de Vallecas;136. Numancia;1.296;67;14;26;70;6;5;0
2020;14. Moratalaz;14. Moratalaz;;;;;;;;
2020;14. Moratalaz;14. Moratalaz;1.784;61;35;8;89;12;2;3
2020;14. Moratalaz;141. Pavones;211;11;0;0;4;0;0;0
2020;14. Moratalaz;142. Horcajo;109;2;8;0;5;0;0;0
2020;14. Moratalaz;143. Marroquina;431;20;7;1;15;6;0;0
2020;14. Moratalaz;144. Media Legua;334;13;5;0;22;5;0;0
2020;14. Moratalaz;145. Fontarrón;348;13;13;4;24;0;1;0
2020;14. Moratalaz;146. Vinateros;351;2;2;3;19;1;1;3
2020;15. Ciudad Lineal;15. Ciudad Lineal;;;;;;;;
2020;15. Ciudad Lineal;15. Ciudad Lineal;4.878;314;97;91;304;41;16;6
2020;15. Ciudad Lineal;151. Ventas;1.134;74;12;24;67;2;1;0
2020;15. Ciudad Lineal;152. Pueblo Nuevo;1.321;74;22;38;116;8;1;3
2020;15. Ciudad Lineal;153. Quintana;693;22;15;4;50;2;0;0
2020;15. Ciudad Lineal;154. Concepción;465;34;10;7;20;4;1;0
2020;15. Ciudad Lineal;155. San Pascual;343;20;13;1;17;3;3;0
2020;15. Ciudad Lineal;156. San Juan Bautista;260;22;8;3;12;5;2;1
2020;15. Ciudad Lineal;157. Colina;140;16;2;1;6;1;1;0
2020;15. Ciudad Lineal;158. Atalaya;42;3;0;3;3;1;0;0
2020;15. Ciudad Lineal;159. Costillares;480;49;15;10;13;15;7;2
2020;16. Hortaleza;16. Hortaleza;;;;;;;;
2020;16. Hortaleza;16. Hortaleza;4.175;308;124;34;151;88;25;19
2020;16. Hortaleza;161. Palomas;101;16;16;0;8;7;0;2
2020;16. Hortaleza;162. Piovera;252;63;20;0;17;16;9;0
2020;16. Hortaleza;163. Canillas;777;53;19;6;37;5;2;5
2020;16. Hortaleza;164. Pinar del Rey;1.072;55;20;10;35;7;8;2
2020;16. Hortaleza;165. Apóstol Santiago;395;26;9;3;16;3;1;4
2020;16. Hortaleza;166. Valdefuentes;1.578;95;40;15;38;50;5;6
2020;17. Villaverde;17. Villaverde;;;;;;;;
2020;17. Villaverde;17. Villaverde;4.291;173;48;70;172;15;10;2
2020;17. Villaverde;171. Villaverde Alto, Casco Histórico de Villaverde;1.438;66;14;19;48;2;4;0
2020;17. Villaverde;172. San Cristóbal;554;32;5;19;22;3;2;0
2020;17. Villaverde;173. Butarque;508;13;9;9;14;2;1;0
2020;17. Villaverde;174. Los Rosales;1.045;42;8;15;48;3;1;2
2020;17. Villaverde;175. Ángeles;746;20;12;8;40;5;2;0
2020;18. Villa de Vallecas;18. Villa de Vallecas;;;;;;;;
2020;18. Villa de Vallecas;18. Villa de Vallecas;2.702;128;35;16;72;11;3;0
2020;18. Villa de Vallecas;181. Casco Histórico de Vallecas;947;51;22;11;35;0;2;0
2020;18. Villa de Vallecas;182. Santa Eugenia;444;23;9;1;16;4;0;0
2020;18. Villa de Vallecas;183. Ensanche de Vallecas;1.311;54;4;4;21;7;1;0
2020;19. Vicálvaro;19. Vicálvaro;;;;;;;;
2020;19. Vicálvaro;19. Vicálvaro;1.564;91;16;5;62;10;4;1
2020;19. Vicálvaro;191. Casco Histórico de Vicálvaro;942;52;10;1;41;5;0;1
2020;19. Vicálvaro;192. Valdebernardo;292;24;2;3;16;2;3;0
2020;19. Vicálvaro;193. Valderribas;325;15;4;1;5;3;1;0
2020;19. Vicálvaro;194. El Cañaveral;5;0;0;0;0;0;0;0
2020;20. San Blas-Canillejas;20. San Blas-Canillejas;;;;;;;;
2020;20. San Blas-Canillejas;20. San Blas-Canillejas;3.816;154;62;43;151;27;7;5
2020;20. San Blas-Canillejas;201. Simancas;727;26;9;13;28;6;2;2
2020;20. San Blas-Canillejas;202. Hellín;235;4;0;0;9;2;0;1
2020;20. San Blas-Canillejas;203. Amposta;224;6;6;7;13;2;0;0
2020;20. San Blas-Canillejas;204. Arcos;499;18;3;3;29;1;2;1
2020;20. San Blas-Canillejas;205. Rosas;531;13;11;4;24;2;0;0
2020;20. San Blas-Canillejas;206. Rejas;710;27;20;2;16;5;1;0
2020;20. San Blas-Canillejas;207. Canillejas;743;45;11;8;29;0;2;1
2020;20. San Blas-Canillejas;208. El Salvador;147;15;2;6;3;9;0;0
2020;21. Barajas;21. Barajas;;;;;;;;
2020;21. Barajas;21. Barajas;1.177;83;33;8;24;16;4;4
2020;21. Barajas;211. Alameda de Osuna;372;39;19;3;4;5;1;0
2020;21. Barajas;212. Aeropuerto;63;3;0;1;3;0;0;0
2020;21. Barajas;213. Casco Histórico de Barajas;296;17;4;2;5;2;2;1
2020;21. Barajas;214. Timón;266;16;7;1;11;6;1;3
2020;21. Barajas;215. Corralejos;180;8;3;1;1;3;0;0
